huc12id,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_traffic
1.711E+11,-2.931252827,-0.278863492,-1.748338491,-1.942176331,-1.71056268,-1.119235282
1.711E+11,-3.136380291,-0.819681664,-1.857972687,-3.777174259,-1.945880177,-1.152951963
1.711E+11,-3.186734091,-1.394720472,-1.885264568,-2.653581592,-1.993357325,-1.16649701
1.711E+11,-3.184025936,-1.269651389,-1.900644415,-3.664466135,-2.058497688,-1.175848626
1.711E+11,-3.169206945,-1.110830219,-1.875864253,-4.062820612,-1.948394568,-1.154672398
1.711E+11,-3.172437604,-1.395734122,-1.886613539,-4.91322513,-2.030015438,-1.171647165
1.71001E+11,-3.186709895,-1.469480445,-1.911592315,-3.308322531,-1.95338969,-1.172257938
1.71001E+11,-3.174135715,-1.46942897,-1.911592073,-4.572657891,-1.939382184,-1.175462387
1.711E+11,-3.146878504,-0.578057998,-1.849452863,-1.713899033,-1.922663728,-1.16065469
1.711E+11,-2.897151501,1.270909212,-1.422286132,-0.678993086,-1.104372144,-0.943562577
1.711E+11,-3.17296295,-0.773262662,-1.874637944,-1.663582227,-2.001461274,-1.171381031
1.711E+11,-3.096140767,0.129612424,-1.730901354,-1.235205639,-1.559426977,-1.09076357
1.702E+11,-3.186779261,-1.469545126,-1.911595181,-4.504400827,-2.055151923,-1.176445028
1.702E+11,-3.186474932,-1.469545126,-1.911591885,-5.316060253,-1.950057863,-1.169236494
1.708E+11,-3.186454277,-1.469545126,-1.911593833,-5.389985654,-2.031832565,-1.17217645
1.708E+11,-3.170454499,-1.469545126,-1.911594086,-5.460679135,-2.02215763,-1.167204381
1.708E+11,-3.185658261,-1.469516825,-1.911588385,-4.343172324,-1.94712075,-1.175436218
1.71001E+11,-3.184542564,-1.469537281,-1.911595191,-5.000180471,-1.982994372,-1.170304762
1.71001E+11,-3.179524429,-1.469507785,-1.911593232,-4.062585988,-1.923859075,-1.174082217
1.71001E+11,-2.992898712,-1.469018471,-1.911498815,-2.942738461,-1.570665636,-1.117179848
1.71001E+11,-3.1692735,-1.469315835,-1.911580608,-3.383051344,-1.965828031,-1.174763074
1.71001E+11,-3.049877556,-1.469513516,-1.911593825,-3.723362039,-1.716536162,-1.174887123
1.71001E+11,-3.131129013,-1.469455189,-1.911588535,-3.864049227,-1.783092162,-1.170747597
1.711E+11,-3.183253983,-1.015374402,-1.877467282,-3.408837163,-1.994485295,-1.159584345
1.711E+11,-3.148464908,-1.038148531,-1.7977037,-2.703477982,-1.555292727,-1.062312799
1.711E+11,-3.172792126,-0.376580951,-1.829020097,-2.555440426,-1.900393657,-1.149993629
1.711E+11,-3.175941162,-1.374001645,-1.899739448,-4.171486794,-2.062762009,-1.171861079
1.711E+11,-3.186348794,-1.430735979,-1.908810529,-4.539904842,-2.074046069,-1.177117106
1.711E+11,-3.18653573,-1.41410393,-1.900185397,-4.778035518,-2.058715272,-1.175407146
1.711E+11,-3.186700637,-1.447871808,-1.899242497,-4.16415537,-2.041030774,-1.169427183
1.711E+11,-3.184743519,-1.383548672,-1.894015194,-3.996474263,-2.029578033,-1.167242709
1.711E+11,-3.175983819,-1.19036728,-1.883136706,-2.74002412,-1.989461696,-1.165045467
1.711E+11,-3.186693111,-1.325371438,-1.906658527,-4.912196333,-2.078827548,-1.176987356
1.711E+11,-3.18677176,-1.424621909,-1.908272799,-4.759807236,-2.082243055,-1.176486739
1.711E+11,-3.186702503,-1.332991951,-1.907235115,-4.243117363,-2.061672052,-1.175816237
1.711E+11,-3.186691448,-1.322142713,-1.91156136,-4.555465295,-2.066646545,-1.177073355
1.711E+11,-3.185678658,-1.335506907,-1.910738214,-4.102650281,-2.0789848,-1.177001534
1.711E+11,-3.180878202,-1.203098225,-1.900007266,-3.090953909,-1.992322857,-1.171229839
1.711E+11,-3.17562457,-1.281748044,-1.893392564,-3.092162753,-1.81554119,-1.161455191
1.711E+11,-3.181499126,-1.286464892,-1.894023044,-3.475261014,-1.982495024,-1.170590975
1.711E+11,-3.174466416,-0.543350537,-1.868237876,-2.585341269,-1.953458566,-1.157517349
1.711E+11,-3.09518766,1.405834022,-1.715793447,-0.351414311,-1.600935483,-1.073196519
1.711E+11,-3.147019778,-1.23433327,-1.825826215,-2.575802235,-1.848695971,-1.141010689
1.711E+11,-1.83372006,-0.346238219,-0.901543984,-0.627693457,-0.627819237,-0.579580502
1.711E+11,-3.186779261,-1.468077472,-1.903372951,-4.353929925,-2.04406725,-1.170887309
1.711E+11,-3.186779261,-1.459492073,-1.900609838,-4.214011706,-2.03504289,-1.170565683
1.711E+11,-3.186779261,-1.453656983,-1.907411201,-4.090207116,-2.057403776,-1.173915932
1.711E+11,-3.186257185,-1.349102863,-1.911262612,-3.516430994,-2.082451651,-1.176968103
1.711E+11,-3.186171115,-1.43561079,-1.911458577,-3.900034532,-2.061746186,-1.176722989
1.711E+11,-3.185087261,-1.347365805,-1.887153431,-2.908176155,-1.993320701,-1.166462357
1.711E+11,-3.186667613,-1.437721816,-1.898989135,-2.719816562,-2.017876721,-1.169077689
1.711E+11,-3.186697105,-1.383421627,-1.905171664,-3.701981005,-2.054985143,-1.174995124
1.711E+11,-3.18637522,-1.347836119,-1.910767572,-3.562151587,-2.078636408,-1.176812117
1.711E+11,-3.186650528,-1.393327734,-1.910021859,-4.140702845,-2.073108288,-1.176758233
1.711E+11,-3.182751756,-1.286816157,-1.905607254,-3.917110823,-2.082160434,-1.176551393
1.711E+11,-3.186776947,-1.442550179,-1.910414321,-4.769976679,-2.083384001,-1.176905252
1.711E+11,-3.183163745,-1.171908239,-1.89187425,-2.875159145,-2.00193692,-1.166642153
1.711E+11,-3.186221479,-1.407341721,-1.907787851,-4.704152427,-2.062713447,-1.176102515
1.711E+11,-3.183540826,-1.288954103,-1.892700819,-3.664276861,-2.048707354,-1.172768536
1.711E+11,-3.183973902,-1.430982945,-1.909835758,-5.031137665,-2.07951982,-1.175096497
1.711E+11,-3.186662194,-1.443211724,-1.911429258,-4.639464422,-2.075697448,-1.176969473
1.711E+11,-3.18565116,-1.405388676,-1.910657142,-4.039408415,-2.075343973,-1.174714792
1.711E+11,-3.185831791,-1.326219461,-1.910908072,-3.287587153,-2.06107263,-1.176347286
1.711E+11,-3.185749211,-1.376686467,-1.896581288,-3.674697897,-2.053696315,-1.173274581
1.711E+11,-3.185862222,-1.299447366,-1.911527722,-4.688923906,-2.086111441,-1.177103803
1.711E+11,-3.182703522,-0.76729437,-1.877225083,-2.568561867,-1.925298086,-1.154678245
1.711E+11,-3.18677603,-1.449829524,-1.911105506,-4.205248361,-2.085038436,-1.177088424
1.711E+11,-3.137894419,-0.789786807,-1.853125534,-2.586787228,-1.966560939,-1.161307027
1.711E+11,-3.185314986,-1.098331277,-1.869195659,-3.911067289,-2.005931677,-1.160877406
1.711E+11,-3.184364402,-1.221068758,-1.910676987,-3.86020496,-2.069408933,-1.1764059
1.711E+11,-3.173111835,-0.628593125,-1.846642943,-3.780681896,-1.940769533,-1.149862102
1.711E+11,-3.180972367,-0.767520213,-1.871925946,-3.718825312,-1.98718907,-1.155885828
1.711E+11,-3.185803746,-1.248852454,-1.902562581,-4.886811437,-2.080120873,-1.176110567
1.711E+11,-3.167578501,-0.679847278,-1.86699596,-3.647737999,-1.952808724,-1.163894555
1.711E+11,-3.169401307,-0.458636868,-1.857401094,-3.26503311,-1.926977565,-1.152696188
1.711E+11,-3.003577692,-0.175106244,-1.691551376,-2.797466712,-1.663292803,-1.102021776
1.711E+11,-3.184845673,-0.953633157,-1.903705657,-3.778146758,-2.048907588,-1.172249415
1.711E+11,-3.185029655,-1.052973042,-1.887519644,-3.401441583,-1.993099011,-1.16587676
1.711E+11,-3.186146924,-1.225436097,-1.909070506,-4.641363819,-2.07201693,-1.175689271
1.711E+11,-3.183665324,-1.01155357,-1.891611905,-3.796941655,-2.012404048,-1.165238765
1.711E+11,-3.1864489,-1.413720502,-1.910550156,-5.429170289,-2.087023385,-1.177096641
1.711E+11,-3.181997966,-1.229154649,-1.908267569,-4.807799652,-2.056268674,-1.175152209
1.711E+11,-3.180826285,-0.745258372,-1.890234123,-3.625704799,-1.995693868,-1.163411762
1.711E+11,-3.185223373,-1.398596494,-1.905141676,-4.786205367,-2.072055914,-1.173925198
1.711E+11,-3.186284087,-1.390212695,-1.90591906,-4.507522342,-2.026767432,-1.173503069
1.711E+11,-3.179588315,-0.752503875,-1.876537436,-3.792840907,-1.999075217,-1.171349757
1.711E+11,-3.177704504,-1.136289618,-1.884657038,-3.864495313,-1.943763367,-1.171491554
1.711E+11,-3.168611044,-1.144693505,-1.888976999,-3.948424502,-2.011844412,-1.167817429
1.711E+11,-3.185811457,-1.300732506,-1.897088911,-4.471214466,-2.015645634,-1.173185207
1.711E+11,-3.161979534,-0.282608042,-1.8553622,-3.236396838,-1.894855844,-1.151130503
1.711E+11,-3.137820361,-0.407472406,-1.795898328,-2.731737695,-1.662658673,-1.063405237
1.711E+11,-3.075925905,0.231763639,-1.739638776,-2.512193652,-1.780999967,-1.120717102
1.711E+11,-3.186779261,-1.465276228,-1.906757796,-5.398270184,-2.08411742,-1.176668981
1.711E+11,-3.186609041,-1.445345399,-1.910742973,-4.818086911,-2.069687409,-1.176789974
1.711E+11,-3.186645835,-1.439224993,-1.882122148,-5.069791112,-1.936308934,-1.142039165
1.711E+11,-3.186480188,-1.419723387,-1.909935966,-4.639182095,-2.071332724,-1.176513135
1.711E+11,-3.186725785,-1.438738995,-1.898396836,-4.394788261,-2.005163812,-1.163949459
1.711E+11,-3.186764926,-1.417561464,-1.908735278,-4.03966564,-2.068581632,-1.177028921
1.711E+11,-3.184543255,-1.353812656,-1.881945096,-3.620875157,-1.949634207,-1.156159536
1.711E+11,-3.185358894,-1.383240557,-1.911121644,-4.644371678,-2.078984682,-1.176225234
1.711E+11,-3.173918286,-1.342457257,-1.889317747,-3.908824771,-1.989633173,-1.163364375
1.711E+11,-3.176733488,-1.383915934,-1.904398964,-4.237513674,-2.065752599,-1.173770176
1.711E+11,-3.140156271,-0.878314479,-1.850558109,-3.398091333,-1.957736876,-1.156123357
1.711E+11,-3.12163253,-0.864774909,-1.845648596,-2.725391318,-1.91836504,-1.154086163
1.711E+11,-3.183185913,-1.429504398,-1.906767456,-5.080114765,-2.065673152,-1.177060427
1.711E+11,-3.180675308,-1.386562758,-1.901417567,-4.733320795,-2.074539008,-1.176533126
1.711E+11,-3.185283531,-1.306334065,-1.903117477,-4.416492522,-1.948280441,-1.176443703
1.711E+11,-3.182739278,-1.383468187,-1.861606971,-4.831710849,-1.757976331,-1.071212696
1.711E+11,-3.139025081,-1.235361507,-1.827680286,-3.304071313,-1.61079972,-1.066274293
1.711E+11,-3.183128642,-0.832299836,-1.897375736,-1.97259918,-1.987001712,-1.174445174
1.711E+11,-3.179966076,-1.084872805,-1.894808306,-2.224129689,-1.8677012,-1.171840759
1.711E+11,-3.180704508,-1.155875428,-1.885257109,-3.608088527,-1.941123478,-1.172257762
1.711E+11,-3.031605186,-0.961548337,-1.720656649,-3.096318382,-1.528832035,-0.978265095
1.711E+11,-3.17386768,-1.277781171,-1.878382739,-3.512415646,-1.981264653,-1.167425135
1.711E+11,-3.062417448,-0.063082835,-1.703243737,-1.428379861,-1.430119621,-1.061116573
1.711E+11,-3.163261355,-0.78918217,-1.833890084,-2.053087652,-1.906534831,-1.148341215
1.711E+11,-3.155927027,-0.974961699,-1.870237,-3.479364354,-1.990764879,-1.167470331
1.711E+11,-2.821089586,0.379018561,-1.581593414,-2.149143774,-1.462804229,-1.064307424
1.711E+11,-2.94558059,0.169347533,-1.662023573,-1.954082818,-1.512599485,-1.078574869
1.711E+11,-3.185386927,-1.44592627,-1.889630031,-4.053451666,-1.964050866,-1.17668516
1.711E+11,-3.116820572,-0.680284589,-1.762733157,-2.118932383,-1.643005058,-1.114684248
1.711E+11,-2.961445988,-0.810936814,-1.68731238,-2.40800006,-1.275165935,-0.972952596
1.711E+11,-1.473620456,-0.122897348,-1.019475911,-0.940534032,0.045999082,-0.354410991
1.711E+11,-2.750786114,-0.154605632,-1.470395608,-1.034319449,-0.988219733,-0.939517141
1.711E+11,-2.292971991,-0.42675942,-1.381747364,-0.730128618,-0.787935327,-0.783030329
1.711E+11,-3.186779261,-1.395104568,-1.900141085,-4.035518997,-2.014130838,-1.17630167
1.711E+11,-3.185605943,-1.358058349,-1.900543822,-3.979328381,-2.054860621,-1.177050042
1.711E+11,-3.167670889,-1.352812895,-1.865617093,-4.047131889,-2.002150922,-1.175734435
1.711E+11,-2.920929591,-0.281918262,-1.630436657,-1.618415087,-1.337897015,-1.05967576
1.711E+11,-2.311280174,0.124646907,-1.321261047,-0.927033899,-0.832449973,-0.865136944
1.711E+11,-3.16461158,-1.213174696,-1.869433767,-3.907626976,-2.000984497,-1.165851948
1.711E+11,-3.100899576,-0.851677274,-1.835975335,-3.696106294,-1.887182133,-1.146814252
1.711E+11,-3.140843413,-1.431004048,-1.904899897,-5.555058405,-2.054982548,-1.175239579
1.711E+11,-3.176282867,-1.200403047,-1.885772985,-3.847316635,-1.993607476,-1.169457728
1.711E+11,-3.146242513,-1.419430496,-1.90681665,-6.10167953,-2.046845506,-1.172294616
1.711E+11,-3.159847898,-1.030397597,-1.866925102,-3.424427451,-1.978077532,-1.161874815
1.711E+11,-3.186761959,-1.439951021,-1.907023034,-4.812368589,-1.990616271,-1.176745181
1.711E+11,-3.184642917,-1.4655563,-1.901229289,-6.328415862,-1.990856306,-1.160708935
1.711E+11,-3.186587849,-1.419278767,-1.892254222,-5.299679176,-1.998562207,-1.163850313
1.711E+11,-3.182308042,-1.351092109,-1.895906935,-4.442448123,-1.99915833,-1.167701639
1.711E+11,-3.104659262,-0.923887048,-1.837464133,-3.641000369,-1.905559897,-1.150643707
1.711E+11,-3.033139547,-0.72723477,-1.800002466,-2.442205551,-1.874041872,-1.143347345
1.711E+11,-3.174531672,-1.452693017,-1.910881261,-6.150572522,-2.06977101,-1.174138783
1.711E+11,-3.186687849,-1.464522008,-1.910940715,-5.165381653,-2.05774287,-1.175678427
1.711E+11,-3.112560911,-1.452604921,-1.902338932,-6.173028525,-2.067539782,-1.169192544
1.711E+11,-3.151504055,-1.453005509,-1.898287031,-5.888531301,-1.947762546,-1.145571337
1.711E+11,-3.170030528,-1.375659316,-1.87663468,-4.143845827,-1.963236001,-1.159002424
1.711E+11,-3.139617252,-1.434298563,-1.889386903,-4.972290887,-2.015008574,-1.160938154
1.711E+11,-3.186404636,-1.458429823,-1.906229721,-5.061720503,-2.051677528,-1.174814431
1.711E+11,-3.183829383,-1.412381839,-1.905126816,-4.920694925,-2.036451568,-1.176937763
1.711E+11,-3.123413999,-1.290310731,-1.878464768,-3.938110587,-1.969448329,-1.151824199
1.711E+11,-3.18586568,-1.230500203,-1.878747236,-4.17839939,-1.973854941,-1.154608328
1.711E+11,-3.156360632,-0.115087434,-1.829318687,-2.600275911,-1.862911164,-1.147049706
1.711E+11,-3.150604012,-0.861325034,-1.863110196,-3.531628608,-1.931264943,-1.153250853
1.711E+11,-3.163841108,-1.304580055,-1.887452167,-4.707097699,-2.00372342,-1.166569664
1.711E+11,-3.07107952,0.527402605,-1.776814304,-2.451876939,-1.746217882,-1.113003663
1.711E+11,-3.108755792,0.897380807,-1.791981827,-2.223412398,-1.793831099,-1.13802933
1.711E+11,-3.160050534,-0.418038272,-1.875627035,-3.916047767,-1.967341984,-1.170741439
1.711E+11,-3.08091211,0.212481108,-1.797711843,-2.989219804,-1.779239633,-1.123904721
1.711E+11,-3.157918826,-1.036297398,-1.897607654,-4.096839722,-2.053391777,-1.175953433
1.711E+11,-3.14664026,-0.627016397,-1.856104297,-3.060042508,-1.988859062,-1.173101715
1.711E+11,-3.178273039,-1.440362707,-1.891407248,-5.529309272,-2.043220292,-1.177057685
1.711E+11,-3.180794882,-1.387905273,-1.89379391,-5.093014883,-2.043160446,-1.174930891
1.711E+11,-3.176827238,-1.186790922,-1.881565736,-3.922419398,-1.991007495,-1.164891175
1.711E+11,-3.160214866,-1.292663997,-1.853433319,-4.041751122,-1.978149578,-1.156684999
1.711E+11,-3.18180945,-1.343573782,-1.903876989,-4.633364866,-2.029306565,-1.173851446
1.711E+11,-3.013319642,-0.492415562,-1.776033386,-1.159833551,-1.689391739,-1.128529714
1.711E+11,-3.183176418,-1.1472174,-1.896701484,-3.553251727,-2.015290817,-1.172393181
1.711E+11,-3.171476211,-0.222744778,-1.869451956,-1.730935969,-1.931817235,-1.168629152
1.711E+11,-3.1669922,-1.359453973,-1.900525697,-5.531287945,-2.062811176,-1.177024945
1.711E+11,-2.105000562,0.45199095,-1.271436005,-0.636527087,-0.871976055,-0.868068685
1.711E+11,-0.368984443,0.342689684,-0.508173328,0.420439974,0.011279975,-0.249288059
1.711E+11,-2.105312418,0.439355296,-1.219546739,-1.764718109,-0.926027068,-0.796606484
1.711E+11,-3.138312031,-0.753315439,-1.85889501,-4.042918811,-1.676991661,-1.118218057
1.711E+11,-3.053308524,-0.228067668,-1.808221694,-2.859067019,-1.878507727,-1.145502738
1.711E+11,-3.104037225,-0.564777749,-1.833116304,-2.731706715,-1.829958507,-1.139290284
1.711E+11,-3.116728855,-0.241761645,-1.841307997,-1.639434685,-1.87416308,-1.150445346
1.711E+11,-3.131700727,0.246025989,-1.826429246,-1.623351438,-1.756570055,-1.127209233
1.711E+11,-3.059786976,-0.240006663,-1.779230286,-2.68649406,-1.703711803,-1.111832929
1.711E+11,-3.185829514,-1.46290687,-1.911334645,-5.506864597,-2.050235802,-1.168665242
1.711E+11,-3.173022776,-1.460419129,-1.911465236,-5.958337253,-2.071469627,-1.175294586
1.711E+11,-3.182665222,-1.425957908,-1.909175713,-5.174996746,-2.080825397,-1.176756802
1.711E+11,-3.184046124,-1.455080486,-1.90777928,-6.08163842,-2.082224508,-1.172098354
1.711E+11,-3.178104517,-1.445819217,-1.904714022,-5.588717751,-2.074060917,-1.174795118
1.711E+11,-3.184429716,-1.409251729,-1.903378262,-5.189773729,-1.999204299,-1.172421228
1.711E+11,-3.179257151,-1.350400497,-1.900486691,-5.030711376,-2.004817818,-1.169720942
1.711E+11,-3.178924981,-1.183500971,-1.866312787,-4.42710649,-1.875707599,-1.15347003
1.711E+11,-3.18481804,-1.272183255,-1.904717558,-4.459507058,-2.000322322,-1.17296186
