system:index,AU_ID,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_CO2_total,sqrt_traffic
286,1198,-3.099251277,0.864121594,-1.719146734,-1.19958459,-1.690942378,-1.821712646,-1.091609554
287,1197,-3.118667339,3.304128288,-1.877632073,-1.332834832,-1.813726691,-1.884996207,-1.156425474
288,1196,-3.011123954,1.084214092,-1.80408499,-1.593292951,-1.787279427,-1.922790688,-1.147417039
289,1195,-1.669490732,0.378183561,-0.819127473,-1.570700058,-1.766409633,-1.952617623,-1.024619871
0000000000000000028a,1194,-2.815800573,-0.344608693,-1.31072227,-1.232164082,-1.685431473,3.011854681,-1.100551432
0000000000000000028b,1193,-2.483962755,-0.081530442,-1.126580483,-1.18949199,-1.71059931,1.831466453,-1.068532781
0000000000000000028c,1192,-2.247370139,0.06618677,-0.976003054,-1.119660691,-1.894072438,1.224228248,-1.168222953
0000000000000000028d,1191,-1.841181141,0.107752857,-0.721185952,-1.38904424,-1.818298813,3.234629818,-1.166851624
0000000000000000028e,1206,-3.058823132,-0.730733847,-1.741798061,-1.565070045,-1.898221149,-1.917349576,-1.121759079
0000000000000000028f,1205,-3.044996413,-0.980614658,-1.707968826,-1.591921724,-1.877419649,-1.908437999,-1.134281684
290,1204,-3.150491867,-0.826382905,-1.911595583,-3.025198193,-2.081982744,-2.224146873,-1.177119613
291,1203,-3.149671305,-0.507689178,-1.911595583,-2.889270904,-2.08602207,-2.226625683,-1.177119613
292,1202,-2.821464339,-0.260220814,-1.525079685,-1.571131747,-1.819421517,-1.904659646,-1.094056056
293,1201,-2.508907941,-0.234609267,-1.189764882,-1.489995967,-1.638620197,-1.81916154,-0.908326668
294,1200,-3.088374446,-0.921585114,-1.762123345,-1.457635688,-1.733330277,-1.848886615,-1.059849333
295,1199,-3.179443613,-1.149772144,-1.87176782,-1.358773988,-1.839977868,-1.878512378,-1.139436945
296,1214,-1.200453697,0.205632811,-0.516579218,-1.08959533,-0.803541311,-0.076217827,-0.459999145
297,1213,-0.504291379,-0.590721182,0.553827757,0.253726182,-0.411376821,1.338888626,-0.377674501
298,1212,-0.247411351,0.037458014,-0.15773328,0.698277401,-0.507278428,-0.364203326,-0.424036759
299,1211,-1.452125251,0.548494158,-0.611539984,-0.24005475,-0.337268066,-0.488996438,-0.538747366
0000000000000000029a,1210,-1.85507974,0.726349788,-0.95716114,-0.578185929,-1.122003842,-0.002135636,-0.914458182
0000000000000000029b,1209,-2.631449139,0.326119514,-1.08131877,-0.585734707,-1.260184964,-0.761106222,-1.048675478
0000000000000000029c,1208,-3.171137835,-0.90201775,-1.85407314,-1.325287742,-1.798988171,-1.866301015,-1.10011655
0000000000000000029d,1207,-3.120954634,-0.800014297,-1.769479129,-1.47967966,-1.861197769,-1.903610411,-1.110587512
0000000000000000029e,1222,-3.186779261,-1.301413195,-1.780766413,-2.956624289,-1.99059408,-2.078128724,-1.122918915
0000000000000000029f,1221,-3.185963482,-1.329377183,-1.811890691,-2.904190516,-1.931744841,-2.042339567,-1.115731794
000000000000000002a0,1220,-3.186779261,-1.380832024,-1.836355014,-3.238657486,-1.994554094,-2.065524294,-1.144614388
000000000000000002a1,1219,-3.180320182,-1.102116686,-1.69785673,-4.422212506,-1.839175796,-1.932735647,-1.01277696
000000000000000002a2,1218,-3.186025344,-1.125827919,-1.767963737,-4.107373774,-1.786580863,-1.908536794,-1.091786914
000000000000000002a3,1217,-3.169761371,-1.254301729,-1.787396731,-3.447595947,-1.91875041,-1.981853073,-1.122707106
000000000000000002a4,1216,-3.147090347,-0.970085446,-1.615188337,-2.900841568,-1.682043701,-1.758530656,-1.095851654
000000000000000002a5,1215,-2.277808047,0.200874239,-0.952854428,-2.497038417,-1.409056223,-1.359877449,-0.997298254
000000000000000002a6,1230,-3.164456438,-1.243184684,-1.867784023,-2.508462224,-1.970619186,-2.06350033,-1.173952275
000000000000000002a7,1229,-3.186779261,-1.355080766,-1.911595583,-2.956469157,-2.056476011,-2.091373016,-1.177119613
000000000000000002a8,1228,-3.186779261,-1.320205346,-1.911595583,-2.676786069,-2.082883627,-2.103993687,-1.177119613
000000000000000002a9,1227,-3.182112848,-1.315737762,-1.906817812,-2.044892098,-2.025635907,-2.097617256,-1.177119613
000000000000000002aa,1226,-3.04739007,0.49595025,-1.729422368,-1.651046542,-1.883190118,-2.033395861,-1.119036196
000000000000000002ab,1225,-3.037303276,0.572590486,-1.729217344,-1.509926868,-1.893253318,-2.042547791,-1.123852735
000000000000000002ac,1224,-3.164136836,2.342130488,-1.862539418,-2.234752626,-1.957730861,-2.069017529,-1.158629715
000000000000000002ad,1223,-3.156637628,-1.296958529,-1.723207481,-3.031693159,-1.924073823,-2.025316598,-1.10363065
000000000000000002ae,1238,-3.186779261,-1.250576277,-1.888204377,-3.212590028,-1.967446469,-2.113754237,-1.163381859
000000000000000002af,1237,-3.184604514,-1.417038575,-1.879379116,-3.012242117,-2.044042012,-2.139516233,-1.176885649
000000000000000002b0,1236,-3.183597717,-1.375490683,-1.887471125,-3.182386824,-2.008827326,-2.139894632,-1.169068243
000000000000000002b1,1235,-3.186779261,-1.399418005,-1.907649355,-3.622375976,-2.061822779,-2.14764801,-1.175351529
000000000000000002b2,1234,-3.07481891,-0.212592235,-1.743440916,-1.532591886,-1.880520166,-2.037766621,-1.124754266
000000000000000002b3,1233,-3.063523515,0.020790036,-1.749671356,-1.573229545,-1.869410363,-2.011869603,-1.126063212
000000000000000002b4,1232,-3.122990044,-0.429551599,-1.757854278,-1.784324772,-1.903997359,-2.045221601,-1.129091129
000000000000000002b5,1231,-3.184696201,-1.211394808,-1.758162887,-2.308391648,-1.951596209,-2.06635665,-1.142607609
000000000000000002b6,1246,-3.182970662,-1.427110599,-1.901986323,-3.355136194,-2.05750171,-2.128871786,-1.176411987
000000000000000002b7,1245,-3.186359159,-1.456094768,-1.892944073,-3.406550391,-2.00943393,-2.050395443,-1.174711399
000000000000000002b8,1244,-3.180494697,-1.302994233,-1.689666751,-2.559705103,-1.664538708,-1.628673894,-1.148611812
000000000000000002b9,1243,-3.186751831,-1.412716131,-1.891415432,-2.587396555,-1.914990961,-1.854287715,-1.153744815
000000000000000002ba,1242,-3.160759137,-1.186621017,-1.818162488,-2.311144372,-1.856007061,-2.062511504,-1.135605316
000000000000000002bb,1241,-3.174690633,-1.255655278,-1.817324153,-2.674247284,-1.886406289,-2.035544472,-1.117740454
000000000000000002bc,1240,-3.186504024,-1.257269932,-1.841270734,-2.351157227,-1.789619228,-1.935500561,-1.141401762
000000000000000002bd,1239,-3.186779261,-1.424953115,-1.888463025,-3.48910551,-2.038263601,-2.161329323,-1.174636398
000000000000000002be,1254,-2.007047233,-0.064309503,-1.05813748,-0.437308904,-1.044291595,-1.034315215,-0.668695837
000000000000000002bf,1253,-2.917278541,-0.424671561,-1.554865875,-1.4398028,-1.510662858,-1.624420868,-1.046868968
000000000000000002c0,1252,-3.027931048,-0.516616952,-1.687830455,-1.594981413,-1.702745052,-1.692596746,-1.077978329
000000000000000002c1,1251,-3.165401557,-1.132771264,-1.822140592,-1.772707423,-1.767719377,-1.824476395,-1.101887496
000000000000000002c2,1250,-3.174052312,-0.79413611,-1.832356368,-1.690376215,-1.699143611,-1.898664431,-1.147150461
000000000000000002c3,1249,-3.179979804,-1.086186449,-1.842920744,-1.930119281,-1.805397603,-1.942228003,-1.145860798
000000000000000002c4,1248,-3.181322665,-1.340457187,-1.897701892,-3.055137189,-2.034269348,-2.080386853,-1.176715199
000000000000000002c5,1247,-3.179738341,-1.044111891,-1.855188389,-2.141279234,-1.864333689,-2.030174489,-1.174029731
000000000000000002c6,1262,-3.159415075,-1.25821159,-1.66286751,-1.929200486,-1.55557394,-1.667058343,-1.021396232
000000000000000002c7,1261,-2.927601672,-0.481122112,-1.487598954,-1.872221158,-1.247676488,-1.430786088,-0.891884697
000000000000000002c8,1260,-3.049829612,-0.640988298,-1.457289553,-2.033345965,-1.398690717,-1.570352009,-1.075940243
000000000000000002c9,1259,-3.186779261,-1.438481079,-1.91085721,-3.23279951,-2.085784439,-2.16933056,-1.177119613
000000000000000002ca,1258,-3.186779261,-1.447339106,-1.89939728,-3.113875713,-2.074300602,-2.174132509,-1.17562249
000000000000000002cb,1257,-3.089716608,-0.935259514,-1.626605327,-1.920278897,-1.422311811,-1.534109793,-1.009767444
000000000000000002cc,1256,-3.025157882,-0.993699129,-1.675062098,-1.915494316,-1.568682657,-1.611279412,-1.048264427
000000000000000002cd,1255,-2.368710344,-0.179966854,-1.180498787,-0.519585837,-0.955395318,-0.96152934,-0.703943292
000000000000000002ce,18006,-3.184225459,-1.429503703,-1.897986414,-4.550506242,-1.864216687,-2.090252982,-1.141939247
000000000000000002cf,18005,-3.186446909,-1.428066373,-1.897831891,-5.191802502,-1.980969952,-2.183377219,-1.160667118
000000000000000002d0,18004,-3.170217525,-1.392436047,-1.911595583,-5.747482328,-2.082318611,-2.301327762,-1.177119613
000000000000000002d1,18003,-3.186317821,-1.375899545,-1.896512923,-4.585516553,-1.956076788,-2.178203715,-1.17160715
000000000000000002d2,18002,-3.182081503,-1.332595787,-1.870226973,-4.82956883,-1.887308234,-2.133733431,-1.156640459
000000000000000002d3,18001,-3.184591916,-1.438944021,-1.885435529,-5.213164681,-1.906858036,-2.136564745,-1.147152557
000000000000000002d4,18014,-3.088834596,-1.469149699,-1.911595583,-5.936915589,-2.082856329,-2.29862893,-1.177119613
000000000000000002d5,18013,-3.174770643,-1.449475069,-1.911595583,-5.963843786,-2.087156057,-2.305948151,-1.177119613
000000000000000002d6,18012,-3.186754649,-1.460407982,-1.911595583,-4.867920709,-2.085643045,-2.29599242,-1.177119613
000000000000000002d7,18011,-3.18369256,-1.45381362,-1.909132333,-6.244218818,-2.08632298,-2.305875879,-1.173975513
000000000000000002d8,18010,-3.177285358,-1.458215379,-1.89576086,-5.917583404,-1.927431947,-2.151424812,-1.148605631
000000000000000002d9,18009,-3.184958313,-1.377208665,-1.90717692,-3.870540414,-1.990023242,-2.212610905,-1.172018604
000000000000000002da,18008,-3.176733485,-1.354423201,-1.899720292,-4.771292908,-2.037268983,-2.256854611,-1.173971835
000000000000000002db,18007,-3.183880242,-1.322122139,-1.897661347,-4.773178548,-1.96270484,-2.1867239,-1.169228308
000000000000000002dc,18022,-3.186779261,-1.466730003,-1.911595583,-5.965356581,-2.086696167,-2.279122719,-1.177119613
000000000000000002dd,18021,-3.181658019,-1.466284286,-1.911595583,-5.584534461,-2.086774842,-2.288507338,-1.177119613
000000000000000002de,18020,-3.167659828,-1.452698894,-1.911164909,-5.762325192,-2.05833396,-2.276169979,-1.173246234
000000000000000002df,18019,-3.18133245,-1.39020367,-1.906315841,-4.732037446,-2.073318697,-2.291559281,-1.17624753
2.00E+00,18018,-3.186395018,-1.455304903,-1.910260893,-4.702888155,-2.029652803,-2.253440488,-1.163243253
2.00E+01,18017,-3.185694516,-1.446577714,-1.90949547,-4.667239354,-2.063976617,-2.268212012,-1.177119613
2.00E+02,18016,-3.180781996,-1.469361195,-1.903268326,-5.683852656,-2.087239393,-2.301243479,-1.177119613
2.00E+03,18015,-3.183882387,-1.432194595,-1.893305503,-4.871252307,-2.043192572,-2.264126162,-1.166222704
2.00E+04,18030,-3.186779261,-1.46412106,-1.911595583,-6.018576728,-2.08726263,-2.299692293,-1.177119613
2.00E+05,18029,-3.186779261,-1.465952038,-1.911595583,-6.238262263,-2.08726263,-2.291401246,-1.177119613
2.00E+06,18028,-3.164160261,-1.468765484,-1.911595583,-6.092538441,-2.086801715,-2.300924577,-1.177119613
2.00E+07,18027,-3.14636168,-1.452840365,-1.911595583,-6.102496956,-2.08726263,-2.300344008,-1.177119613
2.00E+08,18026,-3.140738522,-1.448729966,-1.911595583,-5.873735049,-2.08726263,-2.306485091,-1.177119613
2.00E+09,18025,-3.184216112,-1.455636116,-1.911595583,-5.42715751,-2.08726263,-2.303289044,-1.177119613
000000000000000002ea,18024,-3.18609935,-1.463068223,-1.911595583,-5.720259679,-2.067179846,-2.272622127,-1.177119613
000000000000000002eb,18023,-3.185204532,-1.466318327,-1.911595583,-5.689991642,-2.043821925,-2.262160939,-1.162239378
000000000000000002ec,18038,-3.186779261,-1.410589288,-1.911595583,-6.106770734,-2.08726263,-2.303689642,-1.177119613
000000000000000002ed,18037,-3.186779261,-1.461227897,-1.911595583,-5.309916116,-2.08726263,-2.291688048,-1.177119613
000000000000000002ee,18036,-3.186779261,-1.453784992,-1.911595583,-6.014390527,-2.08726263,-2.304508321,-1.177119613
000000000000000002ef,18035,-3.186779261,-1.467245837,-1.911595583,-6.14145715,-2.08726263,-2.284345419,-1.177119613
000000000000000002f0,18034,-3.186779261,-1.465037439,-1.911595583,-6.429493269,-2.087259237,-2.284583495,-1.177119613
000000000000000002f1,18033,-3.186779261,-1.464903202,-1.911595583,-6.379320712,-2.087257339,-2.289655454,-1.177119613
000000000000000002f2,18032,-3.186779261,-1.460461644,-1.911595583,-6.414539009,-2.075502336,-2.275379273,-1.177119613
000000000000000002f3,18031,-3.186779261,-1.464696308,-1.911107838,-6.069688669,-2.061350735,-2.270757896,-1.177119613
000000000000000002f4,18046,-3.186779261,-1.465646806,-1.911595583,-6.138795617,-2.08726263,-2.289247854,-1.177119613
000000000000000002f5,18045,-3.182069457,-1.448657855,-1.911595583,-5.935308631,-2.050312273,-2.256371471,-1.173021955
000000000000000002f6,18044,-3.17604514,-1.006172728,-1.862473789,-3.898383256,-1.872903718,-2.1067778,-1.151114809
000000000000000002f7,18043,-3.186779261,-1.442379728,-1.911595583,-6.186613009,-2.08726263,-2.306046306,-1.177119613
000000000000000002f8,18042,-3.186779261,-1.459761066,-1.911595583,-6.014914569,-2.08726263,-2.305553578,-1.177119613
000000000000000002f9,18041,-3.186779261,-1.393255526,-1.911595583,-6.169621599,-2.08726263,-2.305121651,-1.177119613
000000000000000002fa,18040,-3.186779261,-1.45011993,-1.911595583,-6.394060224,-2.08726263,-2.287474837,-1.177119613
000000000000000002fb,18039,-3.186779261,-1.460673851,-1.911595583,-6.403492297,-2.08726263,-2.281222241,-1.177119613
000000000000000002fc,18054,-3.178013444,-0.860002072,-1.850651647,-3.598129875,-1.987976565,-2.227639668,-1.148226083
000000000000000002fd,18053,-3.067382138,-0.361527793,-1.811265845,-2.8964234,-1.817056638,-2.077721399,-1.145847386
000000000000000002fe,18052,-3.175274586,-1.00170133,-1.897870706,-3.491206566,-1.940560773,-2.147690497,-1.175519179
000000000000000002ff,18051,-3.185432492,-1.334130203,-1.904043414,-4.66645768,-2.043672644,-2.256618029,-1.176440542
300,18050,-3.177941869,-1.467723191,-1.911595583,-6.144116921,-2.083620991,-2.297120223,-1.177119613
301,18049,-3.186779261,-1.46769132,-1.911595583,-6.257450242,-2.08726263,-2.287268784,-1.177119613
302,18048,-3.186779261,-1.464496457,-1.911595583,-6.114161471,-2.08726263,-2.283324738,-1.177119613
303,18047,-3.186779261,-1.449388219,-1.911595583,-5.648958408,-2.08726263,-2.291564792,-1.177119613
304,18062,-2.658618433,1.606751882,-1.578361998,-2.047987222,-1.668178908,-1.921024199,-1.090765286
305,18061,-2.490321005,0.961532967,-0.905205109,-1.909440359,-1.503478723,-0.971252876,-1.022355202
306,18060,-2.701741674,2.248427461,-1.730751128,-1.842186353,-1.76132975,-1.978622432,-1.11300279
307,18059,-3.019438769,0.588545923,-1.680331383,-2.272175428,-1.897562442,-2.102249419,-1.138792659
308,18058,-2.883966422,0.754737656,-1.676479944,-2.764730498,-1.753565121,-2.020796477,-1.139525545
309,18057,-3.139116737,-0.411899782,-1.790877257,-2.935402767,-1.79887166,-2.064128208,-1.156546572
0000000000000000030a,18056,-3.175717807,-1.143850214,-1.879829372,-3.975414258,-1.943136204,-2.163878305,-1.171779971
0000000000000000030b,18055,-3.17248257,-0.814256204,-1.855291402,-3.465231732,-1.922502298,-2.150913141,-1.167539974
0000000000000000030c,18070,-2.78854003,1.163723948,-1.681161108,-2.060041648,-1.450451141,-1.742993553,-1.057391795
0000000000000000030d,18069,-2.832162114,1.573137773,-1.627598436,-2.201434927,-1.512589639,-1.761496567,-0.960163484
0000000000000000030e,18068,-2.79502415,1.493367481,-1.643875476,-2.042408237,-1.566207391,-1.831952503,-0.996864845
0000000000000000030f,18067,-2.451735733,0.55574794,-1.295432686,-2.214153743,-1.56521455,-1.617600775,-0.977845099
310,18066,-2.60356217,2.477423559,-1.544151848,-1.765716506,-1.749260886,-1.960340506,-1.106911315
311,18065,-1.733730156,0.566912029,-0.829717981,-1.872723771,-1.36952212,-1.455273523,-0.809418364
312,18064,-2.802288118,2.5610345,-1.576706762,-1.940879671,-1.596459669,-1.85902816,-1.076298524
313,18063,-2.864505695,1.020217427,-1.540864399,-2.353225976,-1.581762833,-1.720616064,-1.075779327
314,18078,-2.396844797,1.840651166,-1.354993182,-1.734431654,-1.4592607,-1.703949686,-1.015565464
315,18077,-2.170224281,1.261539246,-1.136200047,-1.657950322,-1.4468369,-1.666902861,-1.019769629
316,18076,-2.939475652,0.80466169,-1.662430255,-2.194446704,-1.427698883,-1.748734048,-0.923083288
317,18075,-2.960349035,1.48228492,-1.687471534,-2.153048793,-1.315512536,-1.655405554,-0.972915952
318,18074,-2.817817558,0.859147365,-1.613628553,-2.251606806,-1.378477608,-1.70037632,-1.008475808
319,18073,-2.857211271,0.212142012,-1.637769562,-2.479697349,-1.658680908,-1.921554301,-1.066790317
0000000000000000031a,18072,-2.731154166,0.097785275,-1.510192058,-2.664009789,-1.56047045,-1.797323753,-1.026308163
0000000000000000031b,18071,-2.685130165,2.183513373,-1.433157316,-1.867517784,-1.540489657,-1.81226401,-1.072064521
0000000000000000031c,18086,-2.704440999,2.554019577,-1.493103407,-1.870261814,-1.623198887,-1.826954136,-1.039794832
0000000000000000031d,18085,-3.174632476,-0.712763497,-1.86291736,-3.223217015,-1.930746758,-2.170402735,-1.169975342
0000000000000000031e,18084,-2.857599481,0.280502107,-1.600040491,-2.689069136,-1.777300135,-2.009683387,-1.082441716
0000000000000000031f,18083,-2.916305995,-0.010510007,-1.616972258,-2.836836051,-1.555385539,-1.815013019,-1.091963205
320,18082,-3.150079179,-0.656276579,-1.803329182,-3.406541198,-1.659763001,-1.916628032,-1.124264122
321,18081,-3.182611248,-1.063677222,-1.869422586,-3.797177949,-1.991018981,-2.193506129,-1.173583623
322,18080,-3.131536215,0.38408073,-1.783375258,-2.739205599,-1.594453195,-1.886576364,-1.1110085
323,18079,-3.171200125,-1.055074037,-1.833489922,-3.049672183,-1.753948387,-2.003117193,-1.127225384
324,18094,0.39398395,-0.025825181,0.388073623,-1.910015097,-0.914047749,-0.837360419,-0.410700603
325,18093,-0.554531754,-0.017949175,-0.185811677,-3.024430687,-1.557964676,-1.160935514,-0.777271833
326,18092,-1.991895889,0.97700586,-0.756584366,-1.716552048,-1.582869498,-1.396854954,-0.938971073
327,18091,-2.986626807,1.063559213,-1.704127813,-2.488999337,-1.930848017,-1.828001112,-1.156971475
328,18090,-3.023908787,2.170213662,-1.793106495,-1.782753955,-1.894452011,-1.972638786,-1.150081327
329,18089,-0.618245788,0.669520118,-0.348336647,-1.482151371,-1.208257835,-1.374965413,-0.688011849
0000000000000000032a,18088,-3.163501661,-0.705853574,-1.87476871,-2.800747772,-1.953068378,-2.174364033,-1.173774796
0000000000000000032b,18087,-2.744289038,1.432993118,-1.376500446,-2.263224494,-1.561944921,-1.724060392,-0.970198547
0000000000000000032c,18102,-1.391197702,1.513432114,-1.911595583,-7.48487381,-2.065308962,-1.811904186,-1.177119613
0000000000000000032d,18101,-2.384604313,2.036756283,-1.586321664,-1.850083324,-1.756439607,-1.937260178,-1.032083085
0000000000000000032e,18100,-2.194058212,2.215177787,-1.494988795,-1.728973031,-1.696040136,-1.847079097,-1.056308069
0000000000000000032f,18099,-2.03979339,1.885424308,-1.526672573,-1.960619296,-1.757335843,-1.946394712,-1.103801064
330,18098,-2.42342447,2.559977987,-1.460036242,-1.83282397,-1.766996708,-1.946072727,-1.094865675
331,18097,-2.776263653,1.99247042,-1.618108335,-2.179652778,-1.723773761,-1.840858771,-1.116689858
332,18096,-2.865794639,0.648631072,-1.683459823,-1.933219907,-1.549448829,-1.770240305,-1.107633317
333,18095,-1.496327463,0.849136436,-0.815125562,-2.469583806,-1.096910852,-1.3749203,-0.850557585
334,18103,-2.380923215,2.68429731,-1.495710463,-1.739227858,-1.688607961,-1.94117209,-1.086295335
335,14006,-3.163118806,-0.161122066,-1.834396197,-1.778694576,-1.77381579,-2.004345433,-1.139790715
336,14005,-2.914722976,0.263061252,-1.712440319,-2.562633283,-1.918462641,-2.126957565,-1.151344016
337,14004,-3.178646461,-0.888126211,-1.879557532,-2.229120011,-1.874542235,-2.126586865,-1.160085599
338,14003,-3.026790679,-0.349036048,-1.785313216,-1.625169134,-1.829230854,-2.059315702,-1.136874435
339,14002,-3.135794711,-0.750480063,-1.840068459,-3.978611416,-1.381875186,-1.704241461,-1.031193103
0000000000000000033a,14001,-3.112673578,-1.083332694,-1.818081156,-4.34521529,-1.60714133,-1.894110692,-1.088627974
0000000000000000033b,14014,-3.121465499,-0.194034736,-1.816784552,-2.717054997,-1.418484599,-1.694929571,-1.076826322
0000000000000000033c,14013,-3.138990378,-0.800595059,-1.883925481,-3.584827263,-1.759671063,-2.038823258,-1.150348064
0000000000000000033d,14012,-3.069890469,-0.811524758,-1.742713969,-2.973999117,-1.223627975,-1.568905387,-1.04044609
0000000000000000033e,14011,-3.126554712,-0.752168121,-1.854228338,-4.292119693,-1.571684455,-1.869437689,-1.094323348
0000000000000000033f,14010,-3.066045871,-0.595020704,-1.800242485,-3.166592102,-1.464717108,-1.716370568,-1.025188026
340,14009,-3.180839875,-0.376588277,-1.907258553,-3.446254116,-1.825405852,-2.068337755,-1.174721508
341,14008,-3.101901456,-0.068123095,-1.795011699,-2.075015334,-1.787766749,-2.024809544,-1.141456693
342,14007,-3.148908915,-0.497231987,-1.842404546,-1.963193304,-1.841478022,-2.063885321,-1.140638062
343,14022,-2.836357345,-0.03489811,-1.654247799,-2.772028055,-1.208823095,-1.580100526,-0.887093252
344,14021,-3.180104154,-0.600147845,-1.870364797,-2.996960364,-1.912012975,-2.170668583,-1.162543384
345,14020,-3.185425655,-1.058232957,-1.865397482,-3.165553631,-1.843747077,-2.102169793,-1.144441336
346,14019,-3.185213553,-1.16279832,-1.900666034,-3.268145627,-1.97604838,-2.222316829,-1.176484009
347,14018,-3.186552881,-1.136721892,-1.906478277,-3.480580447,-1.985997836,-2.231738317,-1.177119613
348,14017,-3.092346243,-0.186123173,-1.793639544,-3.058865175,-1.595293593,-1.879936308,-1.087582197
349,14016,-3.18325054,-0.815974279,-1.896526541,-3.567506132,-1.816257702,-2.083090798,-1.156228151
0000000000000000034a,14015,-3.145320668,-0.405426018,-1.849899528,-3.033186897,-1.729985379,-1.995134069,-1.110157457
0000000000000000034b,14030,-3.168248033,-0.517417045,-1.884236406,-2.844738002,-1.992446953,-2.226089182,-1.169344809
0000000000000000034c,14029,-3.178005813,-0.103172153,-1.902196987,-3.104535142,-2.003590689,-2.231476123,-1.175253883
0000000000000000034d,14028,-3.180260554,-0.547161116,-1.865091709,-3.113659147,-1.903213422,-2.153508557,-1.152806921
0000000000000000034e,14027,-3.151621603,-0.607009,-1.864504155,-3.42213219,-1.960592326,-2.188740375,-1.169513049
0000000000000000034f,14026,-2.763989883,-0.093267019,-1.649930325,-2.46539096,-1.718228915,-1.947523201,-1.055336827
350,14025,-3.152914111,-0.396323427,-1.824644902,-2.070696287,-1.963801191,-2.128821095,-1.163403349
351,14024,-2.937793715,0.34469814,-1.753164412,-2.074757252,-1.763431174,-1.976531686,-1.107834797
352,14023,-2.909838756,-0.063395035,-1.709218738,-2.424168605,-1.380579147,-1.691882081,-1.048029677
353,14038,-3.039408173,-0.120396281,-1.798968444,-2.323921636,-1.684568942,-1.92363488,-1.117017098
354,14037,-2.476560987,0.06445306,-1.536751662,-2.365267304,-1.483974815,-1.687709672,-1.047335458
355,14036,-2.906913343,0.41094209,-1.609901046,-2.541078466,-1.83077016,-1.344925143,-1.165118129
356,14035,-3.159314114,-0.793374792,-1.855842723,-2.706672313,-1.795889717,-2.04391215,-1.145205527
357,14034,-3.186310351,-0.869886283,-1.910369388,-3.048908596,-1.984721929,-2.205185328,-1.177082856
358,14033,-3.16464393,-0.220205542,-1.851938403,-2.954857508,-1.889781453,-2.128560623,-1.156418169
359,14032,-3.097723404,-0.263572509,-1.811856041,-2.780295115,-1.723145342,-1.996051513,-1.133810596
0000000000000000035a,14031,-3.126424156,0.061655738,-1.85999878,-2.73623858,-1.969282995,-2.196793882,-1.166510257
0000000000000000035b,14046,-3.147215771,0.345174963,-1.840346003,-1.598186462,-1.804314574,-2.005093595,-1.124767648
0000000000000000035c,14045,-3.128324963,0.098804744,-1.827351702,-1.444132225,-1.740157764,-1.980523706,-1.129827332
0000000000000000035d,14044,-3.048325089,-0.336376694,-1.743560111,-1.875915162,-1.641733652,-1.908910958,-1.125273778
0000000000000000035e,14043,-3.059619635,-0.185850503,-1.773565921,-1.923561393,-1.782492876,-2.046425836,-1.144953325
0000000000000000035f,14042,-3.134320915,-0.080561125,-1.8422877,-2.103383058,-1.892725641,-2.104803599,-1.167023764
360,14041,-3.120868729,-0.393486449,-1.824102284,-2.261634543,-1.819206088,-2.069540899,-1.146859263
361,14040,-2.858616712,0.398256985,-1.690642199,-1.987621479,-1.695824681,-1.914625045,-1.115859574
362,14039,-2.860679817,0.512507898,-1.707404389,-2.134050551,-1.654351527,-1.916166921,-1.090963827
363,14054,-3.05030186,-0.263932494,-1.795936647,-1.020572662,-1.717972484,-1.925439445,-1.110653711
364,14053,-3.174709587,-0.265638196,-1.884103841,-1.296521206,-1.908901561,-2.035286069,-1.147190677
365,14052,-3.156912885,-0.133918182,-1.872295782,-1.904518626,-1.958597047,-2.172712086,-1.173953897
366,14051,-3.175186025,-0.143472945,-1.882120629,-1.964180221,-1.969433354,-2.191646004,-1.177119613
367,14050,-3.086552202,-0.453692399,-1.784832818,-2.173845535,-1.962966147,-2.187940203,-1.175217044
368,14049,-3.092264463,0.039210209,-1.809771258,-1.92000984,-1.891565121,-2.057966328,-1.141400469
369,14048,-3.051715885,-0.081715828,-1.749287275,-1.839537584,-1.743171475,-1.92704598,-1.11155594
0000000000000000036a,14047,-3.110147604,0.415399432,-1.804644925,-1.768208792,-1.696156007,-1.933406873,-1.120961162
0000000000000000036b,14062,-3.15505964,-0.329570542,-1.801507864,-2.248657456,-1.53855219,-1.795342037,-1.073715821
0000000000000000036c,14061,-3.183651916,-1.088711636,-1.890727233,-3.73096418,-1.82096401,-2.084422088,-1.14987536
0000000000000000036d,14060,-3.151848871,-0.660521544,-1.895286806,-4.157764381,-1.711874282,-1.973025179,-1.120438045
0000000000000000036e,14059,-3.130806625,0.401467113,-1.842574735,-1.48107331,-1.842183943,-2.068954368,-1.138316813
0000000000000000036f,14058,-3.14100902,-0.102404653,-1.882163662,-1.798339168,-1.933207616,-2.145976214,-1.175452594
370,14057,-3.120861435,-0.690163775,-1.835239044,-3.1569476,-1.575092848,-1.858095428,-1.034861533
371,14056,-2.919081098,0.036887081,-1.719140842,-2.47822751,-1.255176874,-1.607068627,-1.000968663
372,14055,-2.793756081,-0.056450636,-1.648021027,-2.274170369,-1.647315049,-1.922768433,-1.114064996
373,14070,-3.102949784,-0.075762208,-1.803847512,-1.475750227,-1.909563155,-2.07820659,-1.095061275
374,14069,-3.155587296,-0.888629273,-1.789324335,-1.462928617,-1.841014312,-2.050485991,-1.109066572
375,14068,-3.113492151,-0.946032023,-1.766788571,-1.630705163,-1.843641627,-2.048733746,-1.097579632
