system:index,AU_ID,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_CO2_total,sqrt_traffic
0000000000000000086b,7145,-3.091068483,-0.941786346,-1.836942152,-2.304390587,-1.819838422,-1.970178692,-1.150757
0000000000000000086c,3052,-3.183993185,-1.462811016,-1.911595583,-4.744753666,-2.086450035,-2.262894214,-1.177119613
0000000000000000086d,15327,-3.186492507,-1.278237509,-1.818621913,-1.240809206,-1.996229133,-2.224542516,-1.177119613
0000000000000000086e,7144,-3.185737443,-1.335529391,-1.910341059,-2.413565177,-2.074933989,-2.143573964,-1.177119613
0000000000000000086f,3051,-3.18675857,-1.452060838,-1.911091249,-4.778791122,-2.086880174,-2.266076744,-1.177107691
870,15342,-2.960881712,0.115707213,-1.702702234,-0.424584681,-1.302555869,-1.563675023,-1.090596791
871,3050,-3.186760802,-1.439162372,-1.911595583,-3.161605333,-2.015216385,-2.232792198,-1.176271754
872,15341,-3.083016922,-0.261244748,-1.800876513,-1.338461754,-1.920836913,-2.052884596,-1.150927124
873,7143,-3.186779261,-1.445909753,-1.91132381,-4.365381908,-2.083770003,-2.273342637,-1.177119613
874,3049,-3.18676249,-1.463446149,-1.911595583,-4.327453419,-2.079206798,-2.276158095,-1.177119613
875,15340,-3.12858567,-0.827836389,-1.845142722,-1.246632183,-1.987892454,-2.107733944,-1.174486484
876,7158,-3.101677831,-0.422301856,-1.817538844,-1.354459594,-1.892600391,-1.940822771,-1.15502821
877,15339,-3.118760503,-0.731402801,-1.820773079,-1.375079904,-1.928089581,-2.05058686,-1.154912498
878,3048,-3.186702183,-1.441637178,-1.894135538,-2.822470886,-2.04235325,-2.244991083,-1.174190945
879,7157,-3.144768814,0.225557854,-1.810224706,-1.123464241,-1.71167179,-1.934932298,-1.136278275
0000000000000000087a,3047,-3.186526877,-1.453000699,-1.911595583,-3.33758406,-2.023809993,-2.245688278,-1.175297201
0000000000000000087b,15338,-3.131191431,-0.914572641,-1.772524003,-1.496619119,-1.813247503,-2.009483497,-1.13892571
0000000000000000087c,7156,-3.150995267,0.429013522,-1.826872083,-1.13679681,-1.751090084,-1.986232708,-1.139023163
0000000000000000087d,7155,-3.104930343,-0.248010927,-1.658773494,-1.190613224,-1.348759075,-1.586357667,-1.064825427
0000000000000000087e,3062,-3.186765436,-1.454872318,-1.911595583,-4.909772021,-2.08726263,-2.278845976,-1.177119613
0000000000000000087f,15337,-3.008514769,-0.560140542,-1.719056843,-1.574171448,-1.82034197,-2.022734964,-1.118974583
880,7154,-3.112258629,-0.782765379,-1.725798188,-1.70396791,-1.43894669,-1.605676299,-1.070302163
881,15336,-3.011642369,-0.847568411,-1.63901422,-1.312390901,-1.855357051,-2.034266221,-1.056343076
882,3061,-3.186773586,-1.457410913,-1.911595583,-4.849486747,-2.08726263,-2.274097754,-1.177119613
883,7153,-3.132128539,0.400383141,-1.779945356,-1.362853529,-1.573494741,-1.78646661,-1.103468744
884,15335,-3.105569192,-0.48590054,-1.645060734,-1.437150575,-1.797391537,-1.992760667,-1.0890584
885,3060,-3.186770389,-1.459651186,-1.911595583,-4.850647645,-2.087261864,-2.280132287,-1.177119613
886,3059,-3.186559809,-1.336996155,-1.901632037,-3.484826848,-2.023143542,-2.2262405,-1.170612055
887,7152,-2.819678019,0.65606601,-1.667984338,-1.114155727,-1.471090192,-1.713543166,-1.061464159
888,7151,-3.140352673,1.290210699,-1.837101315,-1.271406738,-1.772191583,-1.903863413,-1.140917569
889,3058,-3.183253375,-1.457106142,-1.911595583,-5.073400966,-2.074687768,-2.270647225,-1.177119613
0000000000000000088a,7166,-3.127981196,-0.174168981,-1.746011871,-1.444771817,-1.306372312,-1.552470082,-1.074647804
0000000000000000088b,3057,-3.183283606,-1.46098094,-1.911595583,-5.19915207,-2.082060634,-2.276301759,-1.177119613
0000000000000000088c,7165,-2.775892299,0.401294946,-1.522975089,-1.129920337,-1.185756729,-1.438564036,-0.970856756
0000000000000000088d,3056,-3.186779261,-1.440870194,-1.911595583,-4.961682451,-2.087244683,-2.284842832,-1.177119613
0000000000000000088e,7164,-3.109123938,0.806011119,-1.713389046,-1.060999331,-1.312852379,-1.616373365,-1.036665545
0000000000000000088f,3055,-3.186779261,-1.445533176,-1.911595583,-5.577931587,-2.083771727,-2.27760559,-1.177119613
890,7163,-3.136071427,-0.176590564,-1.777924839,-1.22950222,-1.442529937,-1.705916153,-1.101389543
891,3070,-3.186779261,-1.468995167,-1.911595583,-5.391077196,-2.08726263,-2.290186845,-1.177119613
892,3069,-3.186779261,-1.426248883,-1.911595583,-4.27525025,-2.07744093,-2.273757967,-1.177119613
893,7162,-3.133381965,-0.406185778,-1.768747494,-1.363877775,-1.628355655,-1.837510937,-1.112285936
894,7161,-3.119172016,0.428717974,-1.748364741,-1.129198778,-1.621813881,-1.81728237,-1.096046378
895,3068,-3.186779261,-1.409327363,-1.911595583,-3.744547347,-2.067222423,-2.249387047,-1.177119613
896,3067,-3.186711337,-1.437597711,-1.911595583,-4.705234564,-2.061859191,-2.269670064,-1.177119613
897,7160,-3.162334501,-0.352144443,-1.756671503,-1.562732148,-1.815025811,-2.018666111,-1.127546524
898,7159,-2.968129846,0.435499977,-1.695507934,-1.050132549,-1.606908319,-1.799070827,-1.105382802
899,3066,-3.186779261,-1.460256418,-1.911595583,-5.248198669,-2.08726263,-2.279994401,-1.177119613
0000000000000000089a,7174,-3.134091821,-0.001500855,-1.744714238,-2.464618894,-1.927868516,-1.969639884,-1.163351211
0000000000000000089b,3065,-3.186779261,-1.349010196,-1.911595583,-4.964951493,-2.08726263,-2.280649019,-1.177119613
0000000000000000089c,7173,-3.132950519,-0.15188331,-1.791282817,-2.517706438,-1.990957431,-2.09221461,-1.170365517
0000000000000000089d,3064,-3.186779261,-1.456258606,-1.911595583,-4.626778589,-2.083133297,-2.267053193,-1.177119613
0000000000000000089e,3063,-3.186779261,-1.463199834,-1.911595583,-5.095888241,-2.08726263,-2.28032789,-1.177119613
0000000000000000089f,7172,-2.752675427,0.815934171,-1.691135752,-1.204842188,-1.580550059,-1.731493593,-1.097372804
000000000000000008a0,7171,-3.025570729,1.043173523,-1.78734224,-1.231022448,-1.343034859,-1.561231798,-1.048136927
000000000000000008a1,3078,-3.185172268,-1.380409145,-1.910482155,-3.281632112,-2.065473519,-2.267116861,-1.172987023
000000000000000008a2,7170,-3.103810437,0.749222687,-1.749405256,-1.402375605,-1.412320399,-1.609456193,-1.076266998
000000000000000008a3,3077,-3.186766755,-1.433146149,-1.911595583,-4.509644709,-2.08726263,-2.286148822,-1.177119613
000000000000000008a4,3076,-3.186516898,-1.461351912,-1.911595583,-5.04041266,-2.08726263,-2.272344087,-1.177119613
000000000000000008a5,7169,-3.138117002,-0.393262643,-1.853735039,-1.22258214,-1.807760038,-2.017236177,-1.139745575
000000000000000008a6,7168,-3.06216119,0.035171798,-1.74871107,-1.368019571,-1.792523036,-1.932719675,-1.148797991
000000000000000008a7,3075,-3.186779261,-1.469132755,-1.911595583,-5.480114185,-2.08726263,-2.288760594,-1.177119613
000000000000000008a8,7167,-2.992074014,0.106692331,-1.713055005,-1.116952832,-1.623330779,-1.835439676,-1.10838524
000000000000000008a9,3074,-3.186779261,-1.465483442,-1.911595583,-5.464100442,-2.08726263,-2.287131038,-1.177119613
000000000000000008aa,3073,-3.184476935,-1.376941451,-1.911595583,-5.014496634,-2.08726263,-2.286928594,-1.177119613
000000000000000008ab,7182,-2.87875228,0.591953256,-1.536120015,-2.08041713,-1.486438293,-1.687398292,-1.073854459
000000000000000008ac,7181,-3.014981361,1.226903719,-1.69324611,-2.16198917,-1.633254569,-1.816440021,-1.104743526
000000000000000008ad,3072,-3.186779261,-1.462841662,-1.911595583,-5.15359185,-2.08726263,-2.275149923,-1.177119613
000000000000000008ae,7180,-2.946817851,0.606543152,-1.6910517,-1.908085009,-1.674229645,-1.792466868,-1.132191351
000000000000000008af,3071,-3.186778216,-1.202378317,-1.910411531,-3.33467041,-2.076610456,-2.285841352,-1.176810182
000000000000000008b0,3086,-3.185666327,-1.440165133,-1.911194871,-4.520028547,-2.069755482,-2.269897472,-1.172882115
000000000000000008b1,7179,-3.023687001,0.010123239,-1.741160596,-2.129182545,-1.698994361,-1.873908749,-1.131263094
000000000000000008b2,7178,-2.98218488,0.295903787,-1.66481995,-1.81027686,-1.475748729,-1.679438757,-1.075994472
000000000000000008b3,3085,-3.186779261,-1.452852838,-1.911595583,-4.216385153,-2.083230715,-2.280996467,-1.176315774
000000000000000008b4,7177,-3.116516613,-0.356236729,-1.765405485,-2.184171251,-1.819617224,-1.92883494,-1.13761178
000000000000000008b5,3084,-3.186779261,-1.463910142,-1.911595583,-5.474495199,-2.08726263,-2.284046803,-1.177119613
000000000000000008b6,7176,-3.130379372,-0.244249736,-1.741706742,-2.103506603,-1.731789503,-1.875267143,-1.109272649
000000000000000008b7,3083,-3.185590935,-1.401702603,-1.909893087,-3.860167747,-2.073744347,-2.282321143,-1.174021138
000000000000000008b8,7175,-3.153575023,-0.694681971,-1.789572813,-2.395795008,-1.864434726,-1.988363743,-1.144303629
000000000000000008b9,3082,-3.186152638,-1.431893432,-1.911595583,-4.944034415,-2.087011083,-2.279027482,-1.177119613
000000000000000008ba,7190,-2.779267041,0.755076053,-1.522994831,-1.153339633,-1.420468076,-1.631192782,-1.072095568
000000000000000008bb,3081,-3.186779261,-1.468422719,-1.911595583,-5.589739389,-2.08726263,-2.285000914,-1.177119613
000000000000000008bc,7189,-2.952330535,0.038598545,-1.70722965,-1.298645763,-1.689389441,-1.868185499,-1.135101414
000000000000000008bd,3080,-3.186779261,-1.465338625,-1.911595583,-5.185563526,-2.08726263,-2.280150785,-1.177119613
000000000000000008be,7188,-3.146472914,-0.361164672,-1.79819384,-1.598576217,-1.926238844,-2.096120111,-1.160971236
000000000000000008bf,3079,-3.186779261,-1.416380006,-1.911595583,-4.906317988,-2.08726263,-2.289353943,-1.177119613
000000000000000008c0,7187,-2.974244238,0.060171274,-1.643304196,-2.13774087,-1.511252605,-1.724044143,-1.088625198
000000000000000008c1,3094,-3.186779261,-1.465291581,-1.911595583,-5.711699524,-2.08726263,-2.284643445,-1.177119613
000000000000000008c2,7186,-3.112277412,0.304892268,-1.749930614,-2.221854487,-1.600819714,-1.796019102,-1.121016989
000000000000000008c3,3093,-3.186779261,-1.46716968,-1.911595583,-5.539647716,-2.08726263,-2.277969553,-1.177119613
000000000000000008c4,7185,-2.385219284,1.175859173,-0.932734988,-1.873536206,-1.141914611,-0.899618801,-0.953677266
000000000000000008c5,3092,-3.186624467,-1.428414819,-1.911595583,-4.978749705,-2.08726263,-2.28383552,-1.177119613
000000000000000008c6,7184,-2.447085641,0.088956456,-1.397882751,-1.947678876,-0.96555688,-1.151765589,-0.941038576
000000000000000008c7,3091,-3.186375819,-1.44499982,-1.911395142,-5.261954469,-2.086336464,-2.272546261,-1.177006416
000000000000000008c8,3090,-3.186779261,-1.464515813,-1.911595583,-5.820531363,-2.08726263,-2.289788798,-1.177119613
000000000000000008c9,7183,-1.996859158,0.682887139,-1.196460023,-1.808122448,-1.13107392,-1.267395983,-0.972952282
000000000000000008ca,7198,-2.835568341,0.747742473,-1.577094842,-1.280209438,-1.317403659,-1.533517223,-1.030560482
000000000000000008cb,3089,-3.186779261,-1.464607037,-1.911595583,-5.254568194,-2.08726263,-2.276497576,-1.177119613
000000000000000008cc,7197,-3.12391247,-0.260588189,-1.8405198,-1.369439195,-1.765789986,-1.900996103,-1.165857733
000000000000000008cd,3088,-3.186779261,-1.460768064,-1.911595583,-4.441668055,-2.08726263,-2.267028399,-1.177119613
000000000000000008ce,7196,-2.954340559,-0.029707505,-1.775574751,-1.339144706,-1.277762919,-1.540464706,-1.019773314
000000000000000008cf,3087,-3.186779261,-1.459112448,-1.911595583,-4.706620964,-2.08726263,-2.279267085,-1.177119613
000000000000000008d0,7195,-3.115414764,0.582334669,-1.816770502,-1.277473048,-1.734977161,-1.913110383,-1.117294673
000000000000000008d1,3102,-3.186751475,-1.415510653,-1.901522508,-3.960832189,-2.062547372,-2.266104334,-1.174709782
000000000000000008d2,3101,-3.186619554,-1.42087775,-1.91088212,-3.865568994,-2.063323094,-2.247861217,-1.176253033
000000000000000008d3,7194,-3.05900686,0.817325949,-1.727092721,-1.274550766,-1.377444567,-1.62440704,-1.054770631
000000000000000008d4,7193,-3.110704965,0.695966061,-1.815965556,-1.488176524,-1.491511451,-1.739927634,-1.104933582
000000000000000008d5,3100,-3.186651332,-1.446954402,-1.911595583,-4.501470455,-2.057953408,-2.247584159,-1.177119613
000000000000000008d6,7192,-3.0674465,-0.037945017,-1.818536596,-1.731603775,-1.733508075,-1.933986472,-1.122493827
000000000000000008d7,3099,-3.186779261,-1.428590882,-1.911595583,-5.451389273,-2.08726263,-2.277483264,-1.177119613
000000000000000008d8,3098,-3.186779261,-1.457917233,-1.911595583,-5.703082554,-2.08726263,-2.288816571,-1.177119613
000000000000000008d9,7191,-3.180313735,-1.027632874,-1.877028631,-1.722995666,-2.023484826,-2.1770749,-1.170970692
000000000000000008da,3097,-3.186779261,-1.465268295,-1.911595583,-6.125190753,-2.08726263,-2.289091959,-1.177119613
000000000000000008db,7206,-3.147224436,0.108199899,-1.766675517,-1.736633812,-1.772114973,-1.958151252,-1.125438247
000000000000000008dc,7205,-3.178971829,-0.893205286,-1.848241269,-2.180595977,-1.930868268,-2.079002423,-1.162588885
000000000000000008dd,3096,-3.182490422,-1.424521951,-1.901775099,-4.664065302,-2.064920026,-2.267627584,-1.170516284
000000000000000008de,3095,-3.181121859,-1.414091006,-1.911595583,-5.358382318,-2.08726263,-2.283577866,-1.177119613
000000000000000008df,7204,-3.164008981,-0.139756972,-1.811439585,-2.254227688,-1.856452595,-2.015047166,-1.13395562
8.00E+00,7203,-2.989725775,0.325522117,-1.655214286,-1.522349173,-1.768533598,-1.872985893,-1.103343553
8.00E+01,3110,-3.186779261,-1.360693976,-1.910439062,-3.260632272,-2.049605733,-2.235315556,-1.176619229
8.00E+02,7202,-3.163231271,-0.46688694,-1.855469049,-2.157984314,-1.960059636,-2.123481654,-1.15723297
8.00E+03,3109,-3.186170476,-0.874859836,-1.898524681,-2.962798209,-2.047363262,-2.233700889,-1.175808658
8.00E+04,7201,-2.971519051,1.401022809,-1.763730729,-1.101149921,-1.774641092,-1.947196617,-1.129432272
8.00E+05,3108,-3.186709605,-1.398385676,-1.910747021,-3.493363089,-2.076996956,-2.260351707,-1.177035838
8.00E+06,7200,-3.05124257,1.07372,-1.780170375,-1.298015866,-1.797666624,-1.851124,-1.133861995
8.00E+07,3107,-3.186774457,-1.463774249,-1.911332783,-4.466132868,-2.087254228,-2.263404196,-1.177119613
8.00E+08,3106,-3.185972942,-1.166338026,-1.885272355,-3.169489095,-2.032102586,-2.257111873,-1.170414974
8.00E+09,7199,-1.90190003,1.272065565,-1.043292074,-0.829393734,-0.999341395,-1.104585902,-0.763857041
000000000000000008ea,7214,-2.917399424,0.100563579,-1.664513635,-2.37208768,-1.700695549,-1.899972772,-1.115965049
000000000000000008eb,3105,-3.185972839,-1.330477887,-1.911595583,-4.569220665,-2.08726263,-2.288602746,-1.177119613
000000000000000008ec,3104,-3.186398781,-1.253008534,-1.911595583,-4.983457155,-2.087258613,-2.280084567,-1.177119613
000000000000000008ed,7213,-3.144069941,-0.346284967,-1.785409321,-2.406028451,-1.881046418,-2.021483599,-1.139006951
000000000000000008ee,7212,-3.009786352,2.513008153,-1.746096917,-1.170724968,-1.391389063,-1.601795412,-1.027890596
000000000000000008ef,3103,-3.184022617,-1.310324494,-1.888004575,-3.170956202,-2.038407361,-2.259150096,-1.170877759
000000000000000008f0,3118,-3.186779261,-1.46138932,-1.911595583,-4.774898757,-2.086303555,-2.276113869,-1.177119613
000000000000000008f1,7211,-3.094964432,1.367900464,-1.773012813,-1.454764669,-1.482305116,-1.666786768,-1.059249556
000000000000000008f2,3117,-3.186779261,-1.461493871,-1.911595583,-5.270414981,-2.08726263,-2.284466787,-1.177119613
000000000000000008f3,7210,-3.12783937,-0.044565508,-1.737689551,-2.047781176,-1.777685543,-1.931008976,-1.12329644
000000000000000008f4,7209,-2.589912903,0.30269656,-1.402437307,-1.329734062,-1.196239145,-1.230265209,-1.008518556
000000000000000008f5,3116,-3.186779261,-1.456425465,-1.911595583,-5.371224539,-2.08726263,-2.277100796,-1.177119613
000000000000000008f6,3115,-3.186779261,-1.450877984,-1.911595583,-4.660199644,-2.08726263,-2.247779179,-1.177119613
000000000000000008f7,7208,-2.693880339,1.007996184,-1.448492289,-1.248488908,-1.041477605,-1.24643413,-0.905965046
000000000000000008f8,7207,-3.098329855,0.402410422,-1.697993447,-1.782162586,-1.657528555,-1.828335666,-1.106863934
000000000000000008f9,3114,-3.186779261,-1.426040736,-1.911595583,-4.808769479,-2.08726263,-2.282354346,-1.177119613
000000000000000008fa,7222,-2.979684304,3.052022713,-1.820481603,-1.056133076,-1.636687241,-1.728474295,-1.08820128
000000000000000008fb,3113,-3.186778416,-1.459028538,-1.911595583,-5.225338843,-2.08726263,-2.292603374,-1.177119613
000000000000000008fc,7221,-2.797464882,0.963885163,-1.51987318,-1.222483774,-1.006048529,-1.322339085,-0.903486109
000000000000000008fd,3112,-3.186779261,-1.44121365,-1.911595583,-5.616939195,-2.08726263,-2.291018868,-1.177119613
000000000000000008fe,7220,-2.124465688,1.024005362,-1.212705855,-1.289844345,-1.026579633,-1.222499848,-0.979370642
000000000000000008ff,3111,-3.186779261,-1.465786643,-1.911595583,-6.116226394,-2.08726263,-2.29267475,-1.177119613
900,7219,-1.402142794,0.981083449,-0.966972224,-0.913443293,-0.692036864,0.251352865,-0.814930208
901,3126,-3.185388075,-1.321384097,-1.911595583,-3.182692433,-2.0500695,-2.263540798,-1.177119613
902,3125,-3.186779261,-1.356777949,-1.911595583,-2.912413693,-2.055591776,-2.266390453,-1.177119613
903,7218,-2.056054155,1.186338949,-1.291021784,-1.196336332,-0.853876564,-0.98219892,-0.903571493
904,7217,-2.959132044,1.02099598,-1.685415562,-1.741968581,-1.564478897,-1.739587752,-1.083890076
905,3124,-3.186779261,-1.460811891,-1.911595583,-4.150744712,-2.079954326,-2.25893109,-1.177119613
906,7216,-2.691969256,0.522597701,-1.507727202,-1.706007408,-1.044913525,-1.307973181,-0.983344797
907,3123,-3.186779261,-1.468212314,-1.911595583,-5.013592826,-2.08710584,-2.280692644,-1.177119613
908,7215,-2.949081087,0.147965977,-1.631600386,-2.17079818,-1.441690007,-1.687167731,-1.066570395
909,3122,-3.186779261,-1.468071808,-1.911595583,-5.722970737,-2.08726263,-2.271614929,-1.177119613
0000000000000000090a,7230,-2.862618007,1.864702355,-1.744252371,-1.397815029,-1.568150387,-1.703167587,-1.122416051
0000000000000000090b,3121,-3.186779261,-1.459843998,-1.911595583,-4.453704315,-2.084755177,-2.280793121,-1.177119613
0000000000000000090c,7229,-1.428231034,1.041593436,-1.01957697,-1.351086603,-0.83058693,-0.953902265,-0.800043284
0000000000000000090d,3120,-3.186779261,-1.46193877,-1.911595583,-4.88939018,-2.08726263,-2.281730005,-1.177119613
0000000000000000090e,7228,-2.119151552,0.827430617,-1.287017162,-1.683885009,-1.081399408,-1.255920723,-0.939132204
0000000000000000090f,3119,-3.186779261,-1.433426005,-1.911595583,-3.987346573,-2.074445134,-2.263217231,-1.177119613
910,3134,-3.186779261,-1.281555194,-1.895690493,-3.008420669,-1.941371583,-2.1717004,-1.172092212
911,7227,-0.82899002,0.845269528,-0.789847514,-1.392394442,-0.824334198,-0.940333527,-0.850359603
912,7226,-1.903557797,1.294800415,-0.80925437,-1.494936751,-0.644247394,-0.422588783,-0.846628764
913,3133,-3.186779261,-1.003379784,-1.907919656,-3.204249022,-2.044952785,-2.246067871,-1.173615999
914,7225,-1.261840256,0.833904444,-1.155647822,-1.130077995,0.475898233,0.105160812,0.328345176
915,3132,-3.185156199,-0.86520914,-1.869126729,-2.207463905,-1.906903389,-2.145368808,-1.150238491
916,7224,-2.080463628,1.154624908,-1.434570916,-1.33064214,-1.120563313,-1.214408987,-0.95072327
917,3131,-3.186768001,-1.271610105,-1.900923146,-2.80534049,-2.03032389,-2.245966702,-1.174585235
918,7223,-2.258813722,0.604782873,-1.312482821,-1.235765872,-1.002191602,-1.126680077,-0.802404897
919,3130,-3.185482196,-1.081654135,-1.907887286,-1.646146036,-2.050889135,-2.245915637,-1.174126869
0000000000000000091a,7238,-0.434067847,0.226418632,-0.521825648,-0.869620678,0.312246992,6.67E-04,0.147656816
0000000000000000091b,3129,-3.186597806,-1.373850168,-1.911595583,-3.078459722,-2.04987806,-2.24121184,-1.175965727
0000000000000000091c,3128,-3.186599993,-1.234958989,-1.911595583,-2.191005142,-2.05386107,-2.238589061,-1.175495521
0000000000000000091d,7237,-2.835842347,-0.679116316,-1.450018468,-1.834111356,-1.141682526,-1.414071186,-0.983484207
0000000000000000091e,7236,-2.91597323,-0.955274814,-1.71141395,-1.991913778,-1.51627436,-1.671154584,-1.132666285
0000000000000000091f,3127,-3.185976218,-1.367752406,-1.911375367,-3.4237285,-2.067236481,-2.26301183,-1.176916206
920,3142,-3.186779261,-1.439620895,-1.911595583,-4.9167058,-2.08726263,-2.281684664,-1.177119613
921,7235,-2.531240486,1.244339041,-1.484658243,-1.716772595,-1.238284966,-1.423156213,-1.022858563
922,3141,-3.186685536,-1.413644178,-1.910109336,-2.739772385,-2.036344474,-2.241079657,-1.176027623
923,7234,0.211669286,0.199396483,-0.07542999,-0.682549416,0.580195675,0.406905677,0.231271309
924,3140,-3.186779261,-1.43155539,-1.911595583,-4.801763082,-2.08726263,-2.279184668,-1.177119613
925,7233,-2.252837574,0.95724789,-1.24798997,-1.662501766,-0.80214511,-1.031892789,-0.857407066
926,3139,-3.186521282,-1.443194962,-1.911595583,-4.152065008,-2.087253701,-2.272166685,-1.177119613
927,7232,-3.105371737,1.67361088,-1.832450313,-1.233620691,-1.329871014,-1.508417131,-1.039072359
928,7231,-2.261817169,0.808050316,-1.394470706,-1.660682222,-0.709751407,-1.030590198,-0.796834092
929,3138,-3.186779261,-1.445814373,-1.911595583,-3.970766068,-2.073967618,-2.272215767,-1.176237168
0000000000000000092a,3137,-3.186779261,-1.449030956,-1.911595583,-4.898399073,-2.075462204,-2.283372806,-1.17646927
0000000000000000092b,7246,0.116160298,0.140255403,0.065066446,-0.573419429,0.365506077,0.150431527,-0.098163499
0000000000000000092c,7245,-2.420706784,1.413788188,-1.591488783,-1.148625502,-0.829357213,-1.140860859,-0.616277174
0000000000000000092d,3136,-3.186779261,-1.428518545,-1.911595583,-4.31769625,-2.08726263,-2.280236389,-1.177119613
0000000000000000092e,7244,-3.133752207,-1.080205497,-1.810419477,-2.533484291,-1.775851731,-1.937848472,-1.138361654
0000000000000000092f,3135,-3.186779261,-1.460664569,-1.911595583,-5.246486568,-2.08726263,-2.277233559,-1.177119613
930,7243,-3.060871089,-0.916994326,-1.666419248,-2.616720166,-1.754071511,-1.909949143,-1.139925017
931,3150,-3.186779261,-1.439442187,-1.911595583,-4.114436955,-2.08726263,-2.286503369,-1.177119613
932,7242,-2.84511718,-0.492722495,-1.612776868,-2.611535552,-1.385848485,-1.615244364,-1.083504436
933,3149,-3.186779261,-1.42429302,-1.911595583,-5.073091418,-2.08726263,-2.288052322,-1.177119613
934,7241,-3.103320425,-1.056698494,-1.820583232,-2.539226671,-1.874836335,-1.953282269,-1.167829984
935,3148,-3.186779261,-1.44569031,-1.911595583,-4.302621372,-2.08726263,-2.289063195,-1.177119613
936,7240,-2.704418938,0.827893158,-1.453159693,-1.927559707,-1.006466888,-1.296448703,-0.804487906
937,3147,-3.186779261,-1.463739028,-1.911595583,-4.524300669,-2.08726263,-2.286949581,-1.177119613
938,7239,-1.976238032,0.369213136,-1.102089264,-1.568812662,-0.208495892,-0.636561289,-0.171468047
939,3146,-3.186779261,-1.466232692,-1.911595583,-4.925264676,-2.08726263,-2.289604657,-1.177119613
0000000000000000093a,7254,-1.262900881,-0.678371762,-0.572854523,-1.306115288,-0.561608007,-0.162337675,-0.584379893
0000000000000000093b,3145,-3.18674607,-1.427801735,-1.911064113,-4.511900835,-2.083707572,-2.273156455,-1.176986282
0000000000000000093c,7253,-1.135686018,0.182164934,-1.340186009,-1.864851626,-1.233447445,-1.05996489,-0.880492458
0000000000000000093d,3144,-3.186630025,-1.104040244,-1.888940408,-1.845287153,-1.998803005,-2.207677759,-1.168816829
0000000000000000093e,7252,-1.067396415,-0.274972485,-0.939885313,-1.951483693,-1.017971541,-0.925214266,-0.851950649
0000000000000000093f,3143,-3.18666264,-1.411325855,-1.911595583,-3.901896403,-2.080431424,-2.274479328,-1.177016345
940,7251,-1.263454784,-0.389960501,-0.125916223,-1.343733877,-0.789364339,0.32985528,-0.763123628
941,3158,-3.186779261,-1.463748355,-1.900227457,-4.213892903,-2.033655754,-2.240979008,-1.169597886
942,7250,-0.828879036,-0.277561687,-0.952269902,-1.444352469,-0.133245814,-0.173792521,-0.477609581
943,3157,-3.186779261,-1.467330102,-1.896317362,-3.856531614,-2.007672375,-2.222925753,-1.165502497
944,7249,-3.148783119,-0.376393133,-1.774017754,-1.501782441,-1.769594302,-1.919441831,-1.132860916
945,3156,-3.186779261,-1.468542803,-1.905992223,-4.450847225,-2.055390439,-2.262869164,-1.172864658
946,7248,-3.096382828,-0.700772837,-1.704775982,-1.290544707,-1.188848973,-1.439396064,-1.026398062
947,3155,-3.186779261,-1.468280768,-1.904432069,-4.616324053,-2.052039832,-2.2616289,-1.171661304
948,7247,-3.117685758,-0.547141015,-1.700335278,-1.408814953,-1.322204057,-1.565219307,-1.122221032
949,3154,-3.186779261,-1.452628215,-1.911595583,-3.975567392,-2.08726263,-2.305019629,-1.177119613
0000000000000000094a,7262,-2.528749961,-0.498564467,-1.686316293,-2.006204656,-1.234370147,-1.483369868,-1.021211437
0000000000000000094b,3153,-3.186779261,-1.464795112,-1.911595583,-4.658510175,-2.08726263,-2.291789008,-1.177119613
0000000000000000094c,3152,-3.186779261,-1.468813276,-1.911595583,-4.988283381,-2.08726263,-2.288654381,-1.177119613
0000000000000000094d,7261,-2.692889823,-0.508109175,-1.645841442,-1.835542213,-1.218387833,-1.508547692,-1.028356182
0000000000000000094e,3151,-3.186779261,-1.460948024,-1.911595583,-2.744698344,-2.08726263,-2.292670392,-1.177119613
0000000000000000094f,7260,-1.455474099,2.391695631,-1.908978087,-2.180117211,-1.982181521,-1.463014383,-1.177119613
950,3166,-3.186779261,-1.443900958,-1.911595583,-3.735991285,-2.08726263,-2.31225652,-1.177119613
951,7259,0.233683896,-0.305757663,0.115135339,-1.172067673,-0.183035446,0.87388064,-0.377170616
952,7258,-1.593353422,-0.005671423,-1.399901727,-1.976201152,-1.106887531,-1.020358091,-0.911552633
953,3165,-3.186779261,-1.463758645,-1.911595583,-3.710788503,-2.08726263,-2.312363863,-1.177119613
954,7257,-0.61044457,0.013406627,-1.26968386,-1.583380663,-0.844548409,-0.794985747,-0.816036487
955,3164,-3.186779261,-1.36167174,-1.911595583,-4.754940791,-2.08726263,-2.312363863,-1.177119613
956,3163,-3.186779261,-1.444983303,-1.911595583,-3.594559063,-2.08726263,-2.310142431,-1.177119613
957,7256,-1.37743906,-0.069037736,-1.158965101,-1.796950624,-0.970561488,-1.000174898,-0.886639727
958,7255,-1.277010316,-0.128844161,-0.814498403,-1.324048537,-0.591112531,-0.611786588,-0.478115989
959,3162,-3.186779261,-1.430935981,-1.911595583,-4.502591075,-2.08726263,-2.311125684,-1.177119613
0000000000000000095a,3161,-3.186779261,-1.451988425,-1.899312583,-3.051577723,-1.996403276,-2.222964681,-1.167051954
