system:index,devAge2,grass,huc12,paved,pm25_na,sqrt_CO2_road,sqrt_traffic,.geo
0000000000000000011d,-3.155927027,-0.974961699,1.711E+11,-1.870237,-3.479364354,-1.990764879,-1.167470331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e,-2.821089586,0.379018561,1.711E+11,-1.581593414,-2.149143774,-1.462804229,-1.064307424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,-2.94558059,0.169347533,1.711E+11,-1.662023573,-1.954082818,-1.512599485,-1.078574869,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,-3.186779261,-1.436343168,1.711E+11,-1.908805401,-5.005655794,-2.00508237,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,-3.186713964,-1.457108725,1.711E+11,-1.893847724,-4.840827153,-1.956285035,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,-3.185386927,-1.44592627,1.711E+11,-1.889630031,-4.053451666,-1.964050866,-1.17668516,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,-3.116820572,-0.680284589,1.711E+11,-1.762733157,-2.118932383,-1.643005058,-1.114684248,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,-2.961445988,-0.810936814,1.711E+11,-1.68731238,-2.40800006,-1.275165935,-0.972952596,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,-1.473620456,-0.122897348,1.711E+11,-1.019475911,-0.940534032,0.045999082,-0.354410991,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,-2.750786114,-0.154605632,1.711E+11,-1.470395608,-1.034319449,-0.988219733,-0.939517141,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,-2.292971991,-0.42675942,1.711E+11,-1.381747364,-0.730128618,-0.787935327,-0.783030329,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,-3.186779261,-1.436683303,1.711E+11,-1.908909108,-4.776611636,-1.995886306,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,-3.186779261,-1.445750717,1.711E+11,-1.898866702,-4.401986377,-1.99542443,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,-3.186770183,-1.402876215,1.711E+11,-1.900722509,-4.172264778,-1.952989889,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,-3.186779261,-1.407690333,1.711E+11,-1.906551316,-4.295639407,-2.029946819,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,-3.186746442,-1.384571382,1.711E+11,-1.905868575,-4.497021359,-1.964281772,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,-3.186779261,-1.395104568,1.711E+11,-1.900141085,-4.035518997,-2.014130838,-1.17630167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,-3.185524192,-1.403035183,1.711E+11,-1.903688054,-4.333432418,-1.963310806,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f,-3.185605943,-1.358058349,1.711E+11,-1.900543822,-3.979328381,-2.054860621,-1.177050042,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,-3.167670889,-1.352812895,1.711E+11,-1.865617093,-4.047131889,-2.002150922,-1.175734435,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,-2.920929591,-0.281918262,1.711E+11,-1.630436657,-1.618415087,-1.337897015,-1.05967576,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,-2.311280174,0.124646907,1.711E+11,-1.321261047,-0.927033899,-0.832449973,-0.865136944,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,-3.146175118,-1.453000605,1.711E+11,-1.91049686,-6.390618683,-2.085570465,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,-3.16461158,-1.213174696,1.711E+11,-1.869433767,-3.907626976,-2.000984497,-1.165851948,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,-3.100899576,-0.851677274,1.711E+11,-1.835975335,-3.696106294,-1.887182133,-1.146814252,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,-3.140843413,-1.431004048,1.711E+11,-1.904899897,-5.555058405,-2.054982548,-1.175239579,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,-3.176282867,-1.200403047,1.711E+11,-1.885772985,-3.847316635,-1.993607476,-1.169457728,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,-3.146242513,-1.419430496,1.711E+11,-1.90681665,-6.10167953,-2.046845506,-1.172294616,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,-3.169915858,-1.428990465,1.711E+11,-1.908261502,-6.070118394,-2.086538754,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a,-3.159847898,-1.030397597,1.711E+11,-1.866925102,-3.424427451,-1.978077532,-1.161874815,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b,-3.183184249,-1.458245817,1.711E+11,-1.911595583,-6.468659402,-2.078683627,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,-3.186779261,-1.466030423,1.711E+11,-1.911595583,-5.970454706,-2.081399347,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,-3.186761959,-1.439951021,1.711E+11,-1.907023034,-4.812368589,-1.990616271,-1.176745181,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,-3.184642917,-1.4655563,1.711E+11,-1.901229289,-6.328415862,-1.990856306,-1.160708935,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,-3.185750142,-1.406808596,1.711E+11,-1.911489303,-5.336570182,-1.999140263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,-3.186587849,-1.419278767,1.711E+11,-1.892254222,-5.299679176,-1.998562207,-1.163850313,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,-3.182308042,-1.351092109,1.711E+11,-1.895906935,-4.442448123,-1.99915833,-1.167701639,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,-3.185434514,-1.404045605,1.711E+11,-1.911595583,-5.385035691,-2.033747508,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,-3.104659262,-0.923887048,1.711E+11,-1.837464133,-3.641000369,-1.905559897,-1.150643707,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,-3.033139547,-0.72723477,1.711E+11,-1.800002466,-2.442205551,-1.874041872,-1.143347345,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,-3.174531672,-1.452693017,1.711E+11,-1.910881261,-6.150572522,-2.06977101,-1.174138783,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,-3.186687849,-1.464522008,1.711E+11,-1.910940715,-5.165381653,-2.05774287,-1.175678427,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,-3.112560911,-1.452604921,1.711E+11,-1.902338932,-6.173028525,-2.067539782,-1.169192544,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,-3.151504055,-1.453005509,1.711E+11,-1.898287031,-5.888531301,-1.947762546,-1.145571337,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a,-3.186724491,-1.446965863,1.711E+11,-1.911595583,-5.145699505,-2.039325767,-1.176930874,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b,-3.170030528,-1.375659316,1.711E+11,-1.87663468,-4.143845827,-1.963236001,-1.159002424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c,-3.139617252,-1.434298563,1.711E+11,-1.889386903,-4.972290887,-2.015008574,-1.160938154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,-3.186404636,-1.458429823,1.711E+11,-1.906229721,-5.061720503,-2.051677528,-1.174814431,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e,-3.183829383,-1.412381839,1.711E+11,-1.905126816,-4.920694925,-2.036451568,-1.176937763,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f,-3.123413999,-1.290310731,1.711E+11,-1.878464768,-3.938110587,-1.969448329,-1.151824199,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,-3.186724443,-1.46091979,1.711E+11,-1.911595583,-5.449619832,-2.038449743,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,-3.18586568,-1.230500203,1.711E+11,-1.878747236,-4.17839939,-1.973854941,-1.154608328,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,-3.156360632,-0.115087434,1.711E+11,-1.829318687,-2.600275911,-1.862911164,-1.147049706,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,-3.150604012,-0.861325034,1.711E+11,-1.863110196,-3.531628608,-1.931264943,-1.153250853,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,-3.163841108,-1.304580055,1.711E+11,-1.887452167,-4.707097699,-2.00372342,-1.166569664,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,-3.07107952,0.527402605,1.711E+11,-1.776814304,-2.451876939,-1.746217882,-1.113003663,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,-3.108755792,0.897380807,1.711E+11,-1.791981827,-2.223412398,-1.793831099,-1.13802933,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,-3.1853365,-1.283631214,1.711E+11,-1.911595583,-4.871934566,-2.014303094,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,-3.160050534,-0.418038272,1.711E+11,-1.875627035,-3.916047767,-1.967341984,-1.170741439,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,-3.08091211,0.212481108,1.711E+11,-1.797711843,-2.989219804,-1.779239633,-1.123904721,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a,-3.177702472,-1.428171266,1.711E+11,-1.88915012,-5.243367985,-2.074681798,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,-3.177254199,-1.454946333,1.711E+11,-1.911436141,-6.187633737,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c,-3.157918826,-1.036297398,1.711E+11,-1.897607654,-4.096839722,-2.053391777,-1.175953433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d,-3.14664026,-0.627016397,1.711E+11,-1.856104297,-3.060042508,-1.988859062,-1.173101715,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e,-3.178273039,-1.440362707,1.711E+11,-1.891407248,-5.529309272,-2.043220292,-1.177057685,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f,-3.177484433,-1.457181319,1.711E+11,-1.911595583,-6.257614075,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,-3.186779261,-1.462768114,1.711E+11,-1.911595583,-6.236819035,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,-3.186779261,-1.465382488,1.711E+11,-1.911595583,-6.243979716,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,-3.186767854,-1.462591862,1.711E+11,-1.891176076,-6.033205517,-2.053364414,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,-3.18662966,-1.462043092,1.711E+11,-1.906239739,-6.188595216,-2.07669622,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,-3.180794882,-1.387905273,1.711E+11,-1.89379391,-5.093014883,-2.043160446,-1.174930891,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,-3.176827238,-1.186790922,1.711E+11,-1.881565736,-3.922419398,-1.991007495,-1.164891175,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,-3.160214866,-1.292663997,1.711E+11,-1.853433319,-4.041751122,-1.978149578,-1.156684999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b,-3.18180945,-1.343573782,1.711E+11,-1.903876989,-4.633364866,-2.029306565,-1.173851446,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d,-3.013319642,-0.492415562,1.711E+11,-1.776033386,-1.159833551,-1.689391739,-1.128529714,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,-3.183176418,-1.1472174,1.711E+11,-1.896701484,-3.553251727,-2.015290817,-1.172393181,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,-3.171476211,-0.222744778,1.711E+11,-1.869451956,-1.730935969,-1.931817235,-1.168629152,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,-3.1669922,-1.359453973,1.711E+11,-1.900525697,-5.531287945,-2.062811176,-1.177024945,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,-2.105000562,0.45199095,1.711E+11,-1.271436005,-0.636527087,-0.871976055,-0.868068685,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,-0.368984443,0.342689684,1.711E+11,-0.508173328,0.420439974,0.011279975,-0.249288059,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,-2.105312418,0.439355296,1.711E+11,-1.219546739,-1.764718109,-0.926027068,-0.796606484,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,-3.138312031,-0.753315439,1.711E+11,-1.85889501,-4.042918811,-1.676991661,-1.118218057,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,-3.053308524,-0.228067668,1.711E+11,-1.808221694,-2.859067019,-1.878507727,-1.145502738,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,-3.104037225,-0.564777749,1.711E+11,-1.833116304,-2.731706715,-1.829958507,-1.139290284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,-3.116728855,-0.241761645,1.711E+11,-1.841307997,-1.639434685,-1.87416308,-1.150445346,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c,-3.131700727,0.246025989,1.711E+11,-1.826429246,-1.623351438,-1.756570055,-1.127209233,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,-3.059786976,-0.240006663,1.711E+11,-1.779230286,-2.68649406,-1.703711803,-1.111832929,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,-3.186779261,-1.463986927,1.711E+11,-1.911515824,-6.366438984,-2.081142306,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3,-3.186779261,-1.465957497,1.711E+11,-1.911595583,-6.238007003,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4,-3.176258449,-1.467368324,1.711E+11,-1.911595583,-6.127171611,-2.087049309,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,-3.185829514,-1.46290687,1.711E+11,-1.911334645,-5.506864597,-2.050235802,-1.168665242,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6,-3.184002619,-1.460940577,1.711E+11,-1.911016074,-5.422132416,-2.080477148,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7,-3.186779261,-1.45665502,1.711E+11,-1.911595583,-6.285878971,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8,-3.186779261,-1.434920602,1.711E+11,-1.911595583,-6.110140045,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a9,-3.186779261,-1.430618427,1.711E+11,-1.911595583,-6.064181523,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001aa,-3.186779261,-1.462680188,1.711E+11,-1.911595583,-6.250615764,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ab,-3.186779261,-1.460391891,1.711E+11,-1.911595583,-5.737220811,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ac,-3.173022776,-1.460419129,1.711E+11,-1.911465236,-5.958337253,-2.071469627,-1.175294586,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad,-3.147000132,-1.450365234,1.711E+11,-1.911595583,-5.883046892,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ae,-3.182665222,-1.425957908,1.711E+11,-1.909175713,-5.174996746,-2.080825397,-1.176756802,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001af,-3.184046124,-1.455080486,1.711E+11,-1.90777928,-6.08163842,-2.082224508,-1.172098354,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0,-3.178104517,-1.445819217,1.711E+11,-1.904714022,-5.588717751,-2.074060917,-1.174795118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1,-3.184429716,-1.409251729,1.711E+11,-1.903378262,-5.189773729,-1.999204299,-1.172421228,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2,-3.179257151,-1.350400497,1.711E+11,-1.900486691,-5.030711376,-2.004817818,-1.169720942,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3,-3.178924981,-1.183500971,1.711E+11,-1.866312787,-4.42710649,-1.875707599,-1.15347003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,-3.18481804,-1.272183255,1.711E+11,-1.904717558,-4.459507058,-2.000322322,-1.17296186,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9,-3.184519139,-1.435385277,1.711E+11,-1.910718051,-6.201377837,-2.079169347,-1.176502448,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ba,-3.186029518,-1.395814923,1.711E+11,-1.887353193,-5.132845539,-1.945388021,-1.15624761,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb,-3.186679115,-1.006127254,1.711E+11,-1.908289907,-3.797781922,-1.984452515,-1.17202474,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bd,-3.186362691,-0.844152351,1.711E+11,-1.899724119,-3.910523688,-2.030710874,-1.172551603,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be,-3.181996362,-0.500301932,1.711E+11,-1.850440773,-3.063146469,-1.889912866,-1.153369638,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf,-3.186552382,-1.181244258,1.711E+11,-1.901848782,-4.285565219,-2.017480874,-1.170568713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,-3.186616401,-1.233750535,1.711E+11,-1.905950112,-3.933992594,-2.029665801,-1.175378006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1,-3.186779261,-1.173359321,1.711E+11,-1.910495386,-3.681159741,-2.047264311,-1.176726451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,-3.18622204,-1.004970744,1.711E+11,-1.89838724,-3.407361812,-2.008500396,-1.168316511,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,-3.182477435,-1.104392627,1.711E+11,-1.897159364,-3.249384614,-1.960273305,-1.153410882,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4,-3.186049577,-0.995517854,1.711E+11,-1.90327186,-3.424624188,-2.006279293,-1.175827571,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c6,-3.165559355,-0.891959063,1.711E+11,-1.885809722,-3.472148622,-1.979607617,-1.163258026,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d0,-3.093879773,-0.373664428,1.711E+11,-1.830999248,-2.374111209,-1.820445535,-1.135250601,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1,-3.038336273,0.444665377,1.711E+11,-1.759647558,-1.433625328,-1.545902161,-1.093269796,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,-2.794665773,0.998552367,1.711E+11,-1.577362923,-1.414631995,-1.439328389,-1.019610598,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,-2.968801294,0.41156467,1.711E+11,-1.686616322,-1.333391856,-1.443812862,-1.072784703,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,-1.033086054,-0.112042306,1.711E+11,-0.914543687,-0.849091575,0.034527833,-0.236139125,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7,-3.141634558,-1.256039046,1.711E+11,-1.877049378,-5.137742073,-1.972763691,-1.156260768,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9,-3.123332709,-0.786546052,1.711E+11,-1.837990899,-3.650796113,-1.836783078,-1.147299145,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,-2.954471282,0.507475059,1.711E+11,-1.745355419,-1.88104554,-1.61756611,-1.104888875,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,-3.099318477,1.285504029,1.711E+11,-1.864641492,-2.065049669,-1.848422093,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,-3.172124828,-1.015647685,1.711E+11,-1.83923496,-3.069261178,-1.851418388,-1.151043871,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,-2.967120979,0.741206898,1.711E+11,-1.710089384,-1.760106431,-1.562796254,-1.088707311,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,-2.962354185,-1.469420892,1.71001E+11,-1.911571333,-3.086677271,-1.576654636,-1.174647662,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,-3.057811105,-1.469199169,1.71001E+11,-1.911580612,-2.940210839,-1.519689622,-1.165323689,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7,-2.903949101,0.522931354,1.711E+11,-1.636898698,-2.13792365,-1.485686655,-1.030762047,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c9,-2.397613151,0.435556948,1.711E+11,-1.285437629,-1.816682757,-1.019125907,-0.834529184,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,-3.186698037,-1.469541224,1.703E+11,-1.911595583,-3.604014423,-1.741024622,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,-3.18677141,-1.469545126,1.703E+11,-1.911595583,-5.062520753,-2.044140913,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,-3.186734238,-1.469456128,1.71001E+11,-1.911595583,-3.676395252,-2.024548281,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb,-1.192826089,0.304049539,1.711E+11,-0.852837104,0.58484018,-0.180044648,-0.403357771,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,-3.163577201,-0.278083579,1.711E+11,-1.851734972,-2.894294205,-1.898950697,-1.163627535,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd,-3.049173859,0.42724513,1.711E+11,-1.772270808,-2.312767648,-1.752603302,-1.133597787,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce,-2.876014379,1.147033991,1.711E+11,-1.641442573,-2.57551987,-1.584953093,-1.091731279,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf,-0.523660649,0.014161518,1.711E+11,-0.630899656,1.115197115,0.378897444,0.112332724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,-3.181834795,-1.469530466,1.71001E+11,-1.911592168,-4.262754361,-2.011132543,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,-3.17801678,-1.469543993,1.71001E+11,-1.911595583,-3.59648472,-1.951770699,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,-3.131133992,-0.626142392,1.711E+11,-1.838200991,-1.698028226,-1.737672141,-1.139665833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,-2.11070931,0.987312166,1.711E+11,-1.169584067,-1.397718504,-0.977330054,-0.832933925,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,-2.843480442,0.252505511,1.711E+11,-1.698788112,-2.17006759,-1.532217785,-1.053878171,"{""type"":""MultiPoint"",""coordinates"":[]}"
