system:index,Watershed Name,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_traffic,.geo
2.90E+01,947110200,-2.105544029,0.907792044,-1.321552058,-0.038840901,-0.674105776,-0.818867573,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+02,24275187,-3.087481351,0.046458088,-1.663197014,-2.084495025,-1.738395343,-1.125604814,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+03,24265379,-3.186779261,-1.45120357,-1.911595583,-4.422237275,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+04,24288038,-3.176434265,0.573917439,-1.874197644,-1.634537962,-1.911484899,-1.169636934,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+05,24265469,-3.186779261,-1.469545126,-1.911595583,-5.485625003,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+06,24287896,-3.152463409,-0.930744418,-1.833829079,-1.444234687,-1.506137024,-1.132258361,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+07,24274895,-3.09956389,0.20770151,-1.746974848,-2.593277776,-1.172619729,-1.055959031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+08,23970177,-3.182514879,0.412283331,-1.825296683,-1.105869532,-1.514687334,-1.097934499,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+09,24282412,-2.397929595,1.922733455,-1.293909159,-1.964879458,-1.240633126,-1.041262951,"{""type"":""MultiPoint"",""coordinates"":[]}"
2.90E+10,24257607,-3.186779261,-1.422353079,-1.911595583,-0.62941945,-1.751223293,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ea,24279038,-1.906386329,-0.586430603,-1.911595583,-1.295784413,-1.395884683,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029eb,24534604,-2.563375805,1.614791466,-1.22232713,-2.472939287,-0.567752077,0.074571923,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ec,23990059,-0.342117658,2.395667323,-1.911595583,-2.588238716,-1.745658215,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ed,24286932,-2.965462261,0.180077653,0.598263916,-1.983242086,-1.900027438,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ee,23963333,-3.186779261,-1.469545126,-1.911595583,-3.803289029,-1.490162388,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ef,23981209,-3.186779261,-1.469545126,-1.911595583,-5.734534526,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f0,23980601,-1.767916707,-1.15747795,-1.911595583,-1.236682301,-1.392923166,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f1,23980615,-1.942514132,0.077192107,-1.390225299,-1.441433459,-1.670686017,-0.498993046,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f2,24288122,-3.186779261,-1.092428388,-1.764719192,-1.582491398,-2.012714038,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f3,23956276,-2.621731259,0.870632591,-1.469556473,-1.270075015,-1.509529934,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f4,947110006,-3.164729736,-0.439028048,-1.739782562,-2.205612344,-1.805813265,-1.036853565,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f5,24275103,-3.186779261,-0.442509472,-1.911595583,-2.598800975,-1.953692624,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f6,24271394,-3.186779261,0.24151037,-1.911417577,-2.662697635,-1.682868048,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f7,23997030,-3.167335054,1.211089841,-1.892015986,-2.084244996,-1.982429915,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f8,23963661,-2.770878264,1.303802582,-1.78193405,-0.907692558,-1.28824463,-0.911301965,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029f9,23971821,-2.452552968,0.122189035,-1.414307722,-1.164613422,-1.330886138,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029fa,23980617,-1.407903468,1.35515685,-1.600352936,-1.438901104,-1.576035292,-1.034762708,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029fb,23956388,-3.148352073,-0.725045433,-1.862998963,-2.334523141,-1.949094693,-1.177025003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029fc,24265521,-3.186779261,-1.244205272,-1.911595583,-2.003226606,-1.895272778,-1.174024334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029fd,23957500,-3.186779261,3.089039972,-1.910913891,-1.24614375,-1.673374898,-1.167313297,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029fe,23963693,-3.181789538,0.630074298,-1.844743728,-0.953826283,-1.806252939,-1.157464859,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029ff,947110140,-3.186779261,-1.426440858,-1.911595583,-2.001030365,-1.813724112,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a00,23971699,-3.127280036,-0.762040848,-1.701484803,-2.136062825,-1.961197644,-1.096805502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a01,24538684,-3.186779261,-1.466687829,-1.911595583,-4.234332407,-2.085553264,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a02,24265583,-3.186779261,-1.469545126,-1.911595583,-5.884348506,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a03,24255981,-3.186779261,-1.423775035,-1.911595583,-1.86364364,-2.034938347,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a04,23970169,-3.020955203,2.338849848,-1.709934106,-1.056952895,-1.413567459,-1.088995799,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a05,23964551,-3.186779261,-1.362883456,-1.911595583,-5.407667524,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a06,23982187,-3.186779261,-1.468967651,-1.90837145,-6.500389718,-2.062955825,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a07,23981913,-3.186779261,-1.426850438,-1.911595583,-5.991928166,-1.986608766,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a08,24257417,-3.186779261,-1.468246751,-1.911595583,-5.198851388,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a09,23956434,-3.186779261,-1.430927051,-1.911595583,-4.376881592,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0a,23990361,-2.559298256,-0.050269041,-1.496256529,0.004150252,-0.930754766,-0.867563025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0b,23990697,-3.133336036,-0.832980861,-1.875055326,-3.157479598,-1.628440409,-1.064896687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0c,24287052,-3.112494825,-0.767264491,-1.849806123,-2.273729728,-1.824865915,-1.155256073,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0d,23963397,-3.186779261,-1.446256245,-1.911595583,-4.890227796,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0e,23989139,-2.266464774,0.248759017,-1.605860795,0.809352004,-1.398248374,-0.931362655,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0f,24001033,-3.17860874,-1.124407977,-1.86006423,-2.742727392,-2.007895069,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a10,23954075,-3.186173062,-1.204884014,-1.861666584,-3.094137471,-1.899034135,-1.126790407,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a11,23963649,-3.186779261,-1.449351985,-1.911595583,-5.452420864,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a12,24282862,-3.07389796,0.056464819,-1.843780519,-2.07755307,-1.782264491,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a13,23978222,-3.186779261,-1.392954666,-1.898654353,-4.057051417,-1.987624396,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a14,23977996,-3.106993813,0.663115838,-1.796227566,-0.973866952,-1.557742765,-1.119267716,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a15,24255863,-3.185752673,-1.206119859,-1.891938236,-3.17033914,-1.987291766,-1.172079801,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a16,24264997,-3.186779261,-1.445646532,-1.911595583,-4.059347774,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a17,23955914,-2.669493098,0.49842698,-1.65674813,-0.531307066,-1.578392239,-1.083395057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a18,23963285,-3.186779261,-1.469545126,-1.911595583,-6.219094333,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a19,23963235,-3.186779261,-1.460233024,-1.911595583,-3.864512373,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1a,23971123,-3.17788068,-0.231872749,-1.770116376,-1.172851939,-1.441822239,-1.06791005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1b,23989261,-2.971084532,-0.414110357,-1.676089531,-0.557941953,-1.337100276,-0.882453962,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1c,24265149,-3.125351264,-0.355238796,-1.864369604,-1.532908508,-1.917949925,-1.173625579,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1d,23971725,-3.185752593,-1.032870682,-1.87741317,-1.556503801,-1.948599125,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1e,23982081,-3.186779261,-1.469545126,-1.911595583,-6.400760141,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a1f,24255109,-3.186779261,-1.432060727,-1.911595583,-2.280615628,-1.928180901,-1.175567591,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a20,24275467,-3.186779261,-1.051542265,-1.869275725,-3.404205455,-2.019336918,-1.164216453,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a21,24271096,-3.157052435,1.118070256,-1.847234285,-2.132919488,-1.61454472,-1.099195051,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a22,23964317,-3.186779261,-1.461290722,-1.911595583,-4.942525527,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a23,23971755,-3.1281954,-0.891877725,-1.711434501,-1.335500082,-1.212277484,-1.099426349,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a24,23998056,-3.186779261,-1.466145032,-1.911595583,-6.1845784,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a25,23970447,-3.186779261,-1.416824303,-1.911595583,-4.653337267,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a26,23989555,-0.446225369,-0.271925844,-1.054103916,-0.453057201,-0.61302707,-0.706246746,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a27,23980447,-3.10475507,-0.41551676,-1.805919059,-1.825157123,-1.795897638,-1.134151585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a28,24288022,-3.164449932,0.268407146,-1.89051765,-1.486832867,-1.925313981,-1.164536816,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a29,23971227,-3.186779261,-1.405347165,-1.911595583,-4.816236022,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2a,23997742,-3.024440666,-0.027566028,-1.748409659,-2.635708974,-1.672127306,-1.125254434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2b,23981345,-2.716157132,0.730701754,-1.450125539,-0.827874538,-1.01710807,-0.9178395,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2c,24282856,-3.132076781,1.327519184,-1.892205989,-2.201354649,-2.023724306,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2d,23963777,-3.165495031,-0.385562971,-1.855755969,-2.020420301,-1.983677528,-1.169452406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2e,24534308,-3.184041941,-0.522767428,-1.835349342,-2.728393081,-1.964954638,-1.170557937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a2f,24001355,-3.186779261,-0.980750532,-1.911595583,-3.807064529,-1.966158807,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a30,24001207,-3.182247409,-0.570670773,-1.847809762,-2.650736369,-1.899220943,-1.127077194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a31,23989033,-2.788232308,-0.90626245,-1.656670828,0.122135264,-1.233399327,-1.029664628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a32,23981227,-1.58339698,0.336851122,-0.971729412,0.726444928,-0.677127805,-0.656378789,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a33,24257281,-3.186779261,-1.174733773,-1.911595583,-2.725519924,-2.004371239,-1.171459003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a34,23997142,-3.186779261,-1.461025942,-1.911595583,-6.56959677,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a35,24538062,-2.743252538,-1.19212038,-1.755391519,0.06773611,-1.567217664,-1.090018843,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a36,23990405,-3.186779261,-0.685756296,-1.910187773,-0.82500171,-2.015462043,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a37,24287272,-2.368295669,0.193022606,-1.545624761,-1.733186013,-1.899803003,-1.079989683,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a38,23964661,-3.186779261,-1.456759273,-1.911595583,-5.421425271,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a39,23956930,-3.186779261,-1.465607637,-1.911595583,-4.345256864,-2.055572039,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3a,24285774,-3.186779261,-1.425235962,-1.911595583,-4.900290791,-2.000579962,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3b,23963691,-2.734283808,0.340069103,-1.680171001,-0.904591008,-1.357637585,-1.102901474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3c,23963929,-3.186779261,-1.390400603,-1.911595583,-3.101012431,-1.985023367,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3d,23981643,-3.022677369,1.667241513,-1.672944734,-1.562002336,-1.411614285,-1.006428506,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3e,23981247,-2.827572137,-0.654541717,-1.86605545,-1.056032084,-1.299334832,-1.169261394,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a3f,24264827,-2.80921379,-0.340256927,-1.542407034,-2.018377764,-1.824169409,-1.114808988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a40,23963755,-3.185440326,-1.430351966,-1.911251066,-4.708589174,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a41,24282622,-3.186779261,-1.382295055,-1.911595583,-5.490640075,-2.025342618,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a42,24256399,-3.186779261,-1.430122543,-1.911595583,-3.862572515,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a43,23963593,-3.186779261,-1.456855995,-1.911595583,-5.230783355,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a44,24279390,-3.186242713,-1.374560003,-1.911595583,-5.027109102,-2.038541674,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a45,24270408,-3.181823075,-0.10443417,-1.911595583,-2.23683211,-2.030339821,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a46,23964999,-3.105532107,0.408866812,-1.791365344,-1.221121858,-1.729887647,-1.173258689,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a47,23981875,-3.186779261,-1.460301973,-1.911595583,-5.287148562,-1.976615,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a48,24285722,-3.18652685,-1.447591019,-1.890267476,-4.168226752,-2.068071061,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a49,23956224,-3.186779261,-1.459588869,-1.911595583,-4.544186799,-2.033350833,-1.176866083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4a,24287600,-3.185914272,-1.464937427,-1.86661406,-5.550726168,-2.080024317,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4b,24265905,-3.186779261,-1.468429945,-1.911595583,-4.898099452,-2.083143313,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4c,23981575,-3.186779261,-1.469545126,-1.911595583,-6.344616382,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4d,24275367,-3.186632113,-1.393301356,-1.911595583,-5.396980405,-2.08050594,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4e,24265127,-3.186779261,-1.352747416,-1.911595583,-4.791696366,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4f,24282048,-3.186779261,-1.408426224,-1.911595583,-4.170335497,-1.962007862,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a50,24001353,-3.186779261,-0.059398063,-1.91095856,-3.233773079,-1.991060244,-1.177084753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a51,23981801,-3.186660575,-1.377586011,-1.911595583,-5.237297274,-1.959282922,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a52,23990481,-0.777830424,-0.051392186,-0.967611582,0.382505166,0.617748755,0.806658689,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a53,24256077,-3.186779261,-1.464237481,-1.911595583,-3.619160702,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a54,24265893,-3.186779261,-1.4410297,-1.885274901,-3.962125957,-2.030876959,-1.15736996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a55,24265005,-3.186779261,-1.437262757,-1.911595583,-3.238836174,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a56,23981233,-2.080887129,-0.316940276,-1.410674762,0.739944014,-0.696680439,-1.031772532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a57,23952668,-3.186779261,-1.467777713,-1.911595583,-4.126535304,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a58,24256047,-3.186779261,-1.149553655,-1.911595583,-2.105187425,-2.073715083,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a59,24279634,-2.514638612,-0.508991834,-1.687535135,-1.692152144,-1.199942049,-1.041031085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5a,23997088,-3.185134975,-1.004558559,-1.862735125,-3.254054914,-1.676528651,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5b,23977756,-3.186779261,-1.065666086,-1.911595583,-2.573852364,-1.98676847,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5c,24275125,-3.150215285,0.674918784,-1.681348631,-2.387718935,-1.759913953,-1.112251851,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5d,23971393,-3.186779261,-1.469091444,-1.911595583,-5.285952593,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5e,23075807,-3.186779261,-1.469545126,-1.911595583,-5.365362418,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a5f,23978060,-3.186779261,-1.436348396,-1.911595583,-5.194166976,-1.962897273,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a60,23990095,-2.927128438,-0.414010537,-1.722562883,-2.481320924,-1.4346086,-1.064039245,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a61,23956900,-3.186779261,-1.455837396,-1.911595583,-4.669106303,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a62,24285752,-3.185628917,-1.442319817,-1.911595583,-5.577258473,-2.050216608,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a63,24256737,-3.186779261,-1.460620865,-1.911595583,-4.468320052,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a64,23978270,-3.186779261,-1.377851965,-1.911595583,-3.623679004,-2.054789039,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a65,23989331,-3.049454842,-0.505163878,-1.719968487,-1.901848084,-1.688025874,-1.108870381,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a66,24255073,-3.186779261,-1.397982379,-1.911595583,-3.812471238,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a67,24274611,-3.181512838,-0.461747186,-1.874412401,-3.034141768,-1.983093978,-1.167922567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a68,24282260,-3.036755819,-1.442654487,-1.911595583,-6.991236318,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a69,24256693,-3.186779261,-1.427974891,-1.911595583,-4.262159706,-2.085151381,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6a,23957300,-3.186779261,-1.455216095,-1.911595583,-4.889179366,-2.086862721,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6b,23978014,-3.186717152,-1.459057174,-1.905048361,-5.254585736,-2.010097528,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6c,24255343,-3.186779261,-1.439333414,-1.888748617,-2.701439155,-1.91135371,-1.153652626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6d,24271128,-2.987347177,0.712842653,-1.73908842,-2.138811983,-1.658617506,-1.102963645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6e,23997700,-3.186779261,-1.379685095,-1.896356259,-2.309523338,-1.953112155,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a6f,24254935,-3.18671156,-1.468467302,-1.911595583,-5.175681215,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a70,24282608,-3.186779261,-1.447498338,-1.888793086,-4.227017675,-1.981818912,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a71,23990163,-1.498995425,-0.562727556,-1.276181179,-1.289286352,-0.583260187,-0.705879439,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a72,23998076,-3.186779261,-1.462611159,-1.911595583,-6.420175159,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a73,24257437,-3.186148678,-1.354622355,-1.911595583,-5.31908728,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a74,23963419,-3.186779261,-1.449174013,-1.911595583,-3.144772028,-2.03866682,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a75,23953945,-3.180571871,0.680244692,-1.847731359,-2.289983855,-1.923875837,-1.171110323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a76,23957146,-3.186779261,-1.446310957,-1.911595583,-4.687468173,-2.084286913,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a77,24274863,-3.186410161,-1.019145719,-1.902196731,-3.943841907,-1.96186041,-1.17306902,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a78,24265299,-3.186779261,-1.438405541,-1.911595583,-3.985536566,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a79,24256465,-3.186779261,-1.459459686,-1.911595583,-2.529669877,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7a,24537990,-3.186779261,-1.437572008,-1.911595583,-3.813088,-2.040558291,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7b,23977640,-2.514024243,1.249899778,-1.563900313,-0.836563598,-1.089207076,-0.927454962,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7c,23981817,-3.186313457,-1.381259457,-1.911595583,-5.109156702,-2.081606108,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7d,23957234,-3.181774751,0.97063694,-1.820843585,-1.876509477,-1.862698109,-1.144800258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7e,23850845,-2.854902719,-1.464620452,-1.910976499,-2.700240767,-1.46039944,-1.082061148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a7f,24282010,-3.135003225,0.126051087,-1.781499869,-2.725024791,-1.680616451,-1.153180414,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a80,24001475,-3.186779261,-0.967210358,-1.911595583,-3.934651688,-1.994722704,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a81,23964075,-3.181089388,-1.443837316,-1.911595583,-5.031186391,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a82,23990011,-3.078433348,-0.604040076,-1.631613562,-2.667100139,-1.369855547,-0.973309093,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a83,24279310,-3.186779261,-1.300286522,-1.911595583,-3.565660126,-2.062489861,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a84,23982231,-3.186779261,-1.469545126,-1.911595583,-6.569123461,-2.034839069,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a85,23980649,-3.131900054,-1.404028254,-1.871799702,-3.968193247,-2.006923594,-1.163183918,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a86,23970751,-3.183298346,-0.658877057,-1.883765962,-1.573257323,-1.985668501,-1.174477513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a87,23997624,-3.18673432,-1.467671439,-1.90717431,-5.283184485,-2.087113859,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a88,23981027,-3.186779261,-1.468262076,-1.911595583,-5.82197734,-2.063091473,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a89,24256745,-3.186779261,-1.432434551,-1.911595583,-4.338549546,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
