system:index,Watershed Name,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_traffic,.geo
00000000000000000c91,24534370,-3.161200597,-0.932460586,-1.56518587,-2.461317434,-1.715201786,-1.064897268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c92,24275243,-3.186779261,-1.441910652,-1.911595583,-5.508990531,-2.047164201,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c93,24001305,-3.079588439,0.210902075,-1.755695603,-2.671417837,-1.948882731,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c94,23990321,-3.186225793,-1.329810438,-1.911595583,-1.162860263,-2.010133815,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c95,24534526,-2.603533934,0.776896421,-1.490238345,-0.796778784,-1.567727019,-1.067317273,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c96,24287710,-3.06108249,-0.699432109,-1.777731195,-1.605075533,-1.658546278,-1.117607047,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c97,24537978,-3.186779261,-1.46295198,-1.911595583,-4.551964527,-1.94198583,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c98,23964083,-3.185410181,-1.429563543,-1.911595583,-4.701500876,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c99,24270806,-3.186779261,-1.463706422,-1.911595583,-5.553994664,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9a,24279248,-3.18674635,-0.734357498,-1.885654266,-2.436423362,-2.005676467,-1.168834567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9b,24275071,-3.186044345,-1.03338626,-1.897628893,-3.709472702,-2.007328911,-1.167062823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9c,23980833,-3.180224317,-1.310202573,-1.906585524,-3.933896183,-1.954731411,-1.17298027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9d,24279704,-2.637496696,1.083903241,-1.846509622,-1.281574513,-1.513607518,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9e,24274317,-3.15723486,2.007562431,-1.8613604,-2.087559017,-1.784207346,-1.133347011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9f,23980477,-3.110899348,-0.604678249,-1.911595583,-3.526567686,-2.086518346,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca0,24288064,-3.178343738,-1.084329943,-1.883243833,-1.681398991,-1.98628066,-1.1725024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca1,24274551,-3.186649585,-1.394136769,-1.910371684,-5.076288723,-2.080387451,-1.176283747,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca2,24265355,-3.186779261,-1.461455216,-1.911595583,-4.397385611,-2.084692725,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca3,24270834,-3.186779261,-1.371121453,-1.90197364,-5.32262002,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca4,23971319,-3.118641956,-1.152673377,-1.779673206,-2.21018742,-1.523650193,-1.177075341,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca5,23981553,-3.186779261,-1.453530997,-1.911595583,-5.998506483,-2.014875715,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca6,24001589,-3.186779261,-1.451120102,-1.908020594,-6.212738383,-2.038948781,-1.172462829,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca7,23981527,-3.186779261,-1.455081678,-1.911595583,-5.898181984,-1.913155908,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca8,24265815,-3.186779261,-1.468587597,-1.911595583,-5.589000236,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca9,24282442,-3.080140734,-0.409688469,-1.795879101,-2.272981659,-1.711770492,-1.168364926,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000caa,24001275,-3.182951828,-0.290643449,-1.85277446,-3.320156023,-1.95312998,-1.15169545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cab,24255577,-3.186779261,-1.457913892,-1.911595583,-2.641862521,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cac,23956006,-2.931401568,-0.964438938,-1.911595583,-2.057403524,-1.956308641,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cad,23956954,-3.186779261,-1.45636362,-1.911595583,-4.188933254,-1.937316074,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cae,24256857,-3.186779261,-1.44977603,-1.911595583,-2.820336399,-2.0849494,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000caf,24270848,-3.175416319,-0.451111177,-1.821241508,-3.134134616,-1.996165612,-1.17170584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb0,23971337,-3.186779261,-1.447162244,-1.911595583,-5.246357558,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb1,23981775,-3.186592385,-1.342928834,-1.911595583,-4.919374943,-2.002993718,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb2,24270184,-2.830404951,0.650083747,-1.709480913,-2.156548962,-1.930039055,-1.124114333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb3,23845549,-3.186779261,-1.469545126,-1.911595583,-6.369545233,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb4,23970311,-3.182672557,-1.339204691,-1.810004931,-4.790770547,-1.658883627,-0.966400018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb5,23981811,-3.186624033,-1.415060462,-1.911595583,-6.218303858,-1.98009695,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb6,24121194,-3.186779261,-1.469545126,-1.911595583,-5.261050272,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb7,24534568,-2.653101306,0.902726487,-1.354566197,-0.300280795,-1.007413477,-0.828040801,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb8,23990411,-3.175826376,-1.051879352,-1.86351317,-0.828633918,-1.813254198,-1.159479807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb9,23971407,-3.186779261,-1.443852217,-1.908606745,-4.068572846,-2.072022855,-1.176700705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cba,23956268,-3.186779261,-1.46711519,-1.911595583,-5.096429981,-2.051882014,-1.177100925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbb,23952854,-3.186737858,-1.469157388,-1.911595583,-4.674219864,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbc,23989559,-1.447482714,-0.428577876,-1.438285066,-1.475387909,-0.858578946,-0.961448757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbd,24538350,-0.547037935,-0.072030631,-0.790233372,-0.053232722,0.485318075,0.043075849,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbe,23990143,-1.158605726,-0.35607281,-0.04653644,-1.315221326,-0.768548117,-0.758949511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbf,23963595,-3.186779261,-1.462292045,-1.911595583,-5.567389887,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc0,24282686,-3.178227106,-1.456189834,-1.8807733,-6.033946074,-2.078405833,-1.171052344,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc1,24257233,-3.186779261,-1.468736891,-1.911595583,-3.890889939,-2.07328217,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc2,24265559,-3.186779261,-1.456831853,-1.911595583,-5.113561261,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc3,23963219,-3.186779261,-1.442060366,-1.911595583,-2.742306587,-1.981210163,-1.176095972,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc4,23957342,-3.186779261,-1.164385592,-1.911513756,-5.08059742,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc5,24287788,-3.18668093,-1.44989486,-1.911595583,-6.288728411,-2.086110413,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc6,23956644,-3.167207643,1.368162671,-1.804299967,-0.322662703,-1.859245161,-1.142220116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc7,23977874,0.196732731,0.337760287,-1.193049211,1.135611177,-0.460092366,-0.666346467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc8,24274607,-3.182658461,-0.66097053,-1.895733614,-2.602126353,-1.910190503,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc9,23964561,-3.186636708,-1.453333123,-1.911595583,-4.711546291,-2.056864471,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cca,24270486,-3.177306647,-1.008794421,-1.906552434,-3.033524454,-2.056850031,-1.175692413,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccb,23990729,-3.165373091,-0.487621963,-1.889912575,-3.948203725,-1.709257756,-1.14374259,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccc,23970923,-3.155835745,-0.922161784,-1.816745683,-2.219152021,-1.822210849,-1.15132079,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccd,24256493,-3.186779261,-1.407326888,-1.911595583,-4.350501359,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cce,23997724,-3.186779261,-1.454009845,-1.911595583,-5.136575009,-2.08662223,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccf,23956462,-3.179778287,-1.460696097,-1.911595583,-2.586520971,-1.986105428,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd0,23952608,-3.186779261,1.858195362,-1.891672127,0.141422545,-1.704615342,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd1,23970991,-3.186779261,-0.325924832,-1.730161629,-1.888574769,-1.93630763,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd2,24279484,-3.154469867,-0.854264614,-1.855406213,-1.922933638,-1.927388522,-1.170903807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd3,23982327,-2.031056333,0.883208158,-1.336505902,0.294572962,-1.091177494,-0.721104708,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd4,24270428,-3.186779261,-1.386431019,-1.905639181,-4.608873953,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd5,24264761,-3.177364322,-0.961891603,-1.853442645,-1.861930622,-1.806649525,-1.125887921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd6,24257513,-3.185018087,-0.780190293,-1.90123854,-2.210277052,-2.040576881,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd7,24274927,-1.517742847,0.781739144,-0.652341853,-1.534971884,-1.137084824,-0.914934061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd8,23971965,-3.12635094,-0.50735311,-1.745741392,-1.73172079,-1.451937882,-1.153563913,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd9,23963001,-2.863322805,0.521388795,-1.718765615,-0.815892655,-1.555683266,-1.151825281,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cda,24270778,-3.186779261,-1.405275534,-1.908238654,-5.208967829,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdb,24270836,-3.186779261,-1.445088333,-1.911595583,-5.048246308,-2.071681339,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdc,23997728,-3.186779261,-1.465699599,-1.911595583,-5.634469354,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdd,24275191,-3.186779261,-1.281552342,-1.911595583,-5.125203275,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cde,24534340,-3.183957468,-1.413030168,-1.882318567,-2.739020443,-1.972629625,-1.168915142,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdf,23997280,-1.79997644,0.840709074,-0.913330453,-2.081900386,-1.135704303,-0.848766437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce0,23074623,-3.186779261,-1.469545126,-1.911595583,-5.16311633,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce1,24255921,-3.186779261,-1.362373853,-1.911595583,-2.319210923,-2.0842495,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce2,24257053,-3.186779261,-1.468322135,-1.911595583,-3.547795308,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce3,24534878,-3.186779261,-1.372572927,-1.911454856,-3.15190153,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce4,24287742,-3.18671902,-1.414747431,-1.905888133,-5.386895428,-2.082598927,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce5,23962953,-3.114288159,0.891106318,-1.746209845,-1.344459511,-1.590308982,-1.073611857,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce6,23953845,-2.960929475,0.833592619,-1.817518624,-2.762014666,-1.905560256,-1.167285412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce7,24287518,-3.186779261,-1.46816561,-1.911595583,-6.360204758,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce8,24265909,-3.186779261,-1.464550248,-1.911595583,-5.815256564,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce9,24255665,-3.186779261,-1.46180105,-1.911595583,-2.442933235,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cea,23997754,-3.186779261,-1.465354524,-1.911595583,-5.91425635,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ceb,23997114,-3.183711254,-1.453731903,-1.883936504,-3.980738526,-2.027839072,-1.155311468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cec,24275315,-3.186779261,-1.430818016,-1.911595583,-4.94510081,-2.048375127,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ced,23956446,-3.186779261,-1.441078007,-1.892696693,-3.997386654,-2.030186125,-1.164476106,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cee,24287204,-2.825905544,-0.144844056,-1.662780222,-0.672777046,-1.325460235,-1.045186223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cef,24255415,-3.186779261,-1.390364952,-1.911595583,-2.87441416,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf0,24271556,-2.775343319,1.37073353,-1.773738266,-2.152364492,-1.424974092,-0.940323204,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf1,24534260,-2.755825997,2.830819373,-1.789174298,-2.388364824,-1.382319223,-0.900690905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf2,23956554,-3.123128662,1.727082251,-1.758471079,0.14190509,-1.794671293,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf3,24265225,-3.186779261,-1.126971475,-1.911595583,-2.383149683,-2.069069032,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf4,23982073,-3.186779261,-1.469545126,-1.911595583,-6.590769755,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf5,23963291,-3.186779261,-1.396462975,-1.911595583,-2.662172499,-1.987361651,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf6,23989757,-3.121666844,-0.895213659,-1.830973475,-2.316805304,-1.836976722,-1.146306129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf7,23982043,-3.186779261,-1.469545126,-1.911595583,-6.26039038,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf8,23970335,-3.16814953,-1.372710109,-1.732042414,-4.771402736,-0.918314489,-0.674422432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf9,24257529,-3.18643235,-1.426980262,-1.911595583,-5.327080528,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfa,24281980,-3.159812633,-0.681564033,-1.902981515,-2.676621146,-1.787339092,-1.162218416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfb,24274455,-3.080743189,-0.128132911,-1.801047257,-2.551739623,-1.741186018,-1.12258248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfc,23970573,-3.186779261,-1.462498352,-1.911595583,-5.117278565,-2.036196037,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfd,23963719,-3.184743542,-1.440579172,-1.911595583,-3.945567072,-2.08726263,-1.177106886,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfe,23981017,-3.186779261,-1.4571384,-1.911595583,-4.598262027,-1.987444242,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cff,24256235,-3.186779261,-1.469455206,-1.911595583,-4.352328905,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d00,23980563,-2.855858243,-0.027514746,-1.666399148,-1.447281867,-1.803145316,-1.073635931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d01,23990133,-0.894681076,-0.280125631,-0.976129353,-1.458133374,-0.162077496,-0.496231944,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d02,23990203,-3.059557073,0.047461843,-1.735263814,-0.685520664,-1.433305318,-1.048516267,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d03,23980823,-3.118673408,-1.107154188,-1.854716693,-2.736093012,-1.970823401,-1.16799532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d04,24270700,-3.176803658,2.142665133,-1.840652398,-2.037157724,-1.879654589,-1.147435015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d05,24288164,-3.023103551,-0.837742669,-1.790173359,-2.366997434,-1.672625897,-1.092686599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d06,23990649,-2.847840652,0.212264214,-1.693291992,-2.511422985,-1.140685031,-0.960530068,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d07,23952688,-3.186779261,-1.464858778,-1.911595583,-2.13270124,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d08,24254947,-3.186779261,-0.817738461,-1.911595583,-1.121621181,-1.954662067,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d09,24264815,-3.145475809,0.757742297,-1.865547946,-1.601836848,-1.988710503,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0a,24538216,-2.761034357,-0.439240439,-1.476120775,-1.112861454,-0.501698628,-0.618194145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0b,24282308,-3.186779261,-1.395705709,-1.824949352,-2.448388442,-1.788741528,-1.078959348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0c,24270998,-3.058926373,2.824800774,-1.870365452,-2.199292961,-1.247371016,-1.170142403,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0d,23997028,-3.030774242,0.499515806,-1.842414314,-2.075967464,-1.978280259,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0e,23990115,-3.131007733,2.016911326,-1.783700231,-1.746881395,-1.572425802,-1.07333368,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0f,24265261,-3.186779261,-1.315878621,-1.911595583,-2.641001396,-2.017010235,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d10,24535114,-3.186779261,-1.432140751,-1.911595583,-2.441537186,-2.058153916,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d11,24279426,-3.186779261,-1.177149059,-1.911595583,-3.215197158,-2.0136998,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d12,24001067,-3.186779261,-1.330137662,-1.88175756,-3.486674605,-2.012699562,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d13,24282208,-2.699659991,-1.408566537,-1.908407312,-3.625250156,-1.847671647,-1.104484847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d14,23970795,-3.122085712,-1.318594704,-1.881382855,-3.904119163,-1.960593167,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d15,24265463,-3.186779261,-1.468559682,-1.911595583,-4.38862137,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d16,23982103,-3.184002635,-1.306669355,-1.889223825,-3.88666113,-2.022208994,-1.175839743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d17,24275285,-3.186779261,-1.420632002,-1.911595583,-5.229038353,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d18,24285678,-3.186146046,-1.46281918,-1.835898338,-5.715695027,-1.998050252,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d19,24265459,-3.186779261,-1.464191052,-1.911595583,-5.328008271,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1a,24274727,-3.186399712,-1.226420962,-1.911595583,-5.150682417,-2.087251356,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1b,23989223,-3.008172585,-0.845919383,-1.758179294,-0.853796239,-1.960321205,-1.141871008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1c,23981595,-3.186779261,-1.469057292,-1.911595583,-6.647901365,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1d,23954103,-3.12024494,-0.623760168,-1.77473633,-3.024366315,-1.855502301,-1.108686531,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1e,24538272,-2.016063876,1.603135561,-1.23623337,-0.168212661,-0.553949438,-0.294091812,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1f,24538240,0.548721773,-0.027377051,-0.767517393,-0.260147475,-0.019788196,-0.560506723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d20,23964639,-3.186779261,-1.461623565,-1.911595583,-5.71600327,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d21,24282602,-3.186779261,-1.255549299,-1.911595583,-3.544690006,-1.853347774,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d22,24264933,-3.186779261,-1.358443308,-1.911595583,-2.562738514,-2.051055149,-1.168668834,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d23,23971891,-2.944303008,-1.026069772,-1.714803421,-2.814287349,-0.441327837,-0.256294808,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d24,24001351,-3.186779261,-1.331509799,-1.911595583,-3.607297557,-1.93713191,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d25,24274525,-3.186779261,-1.403498638,-1.899843977,-4.326097505,-2.047695372,-1.168458914,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d26,24537876,-0.935771088,-0.325758162,-1.190245139,0.856871015,-0.386548934,-0.565798722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d27,23964231,-3.186779261,-1.451949597,-1.911595583,-4.819033436,-2.080243415,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d28,23956920,-3.140284085,2.718305062,-1.763466592,-0.581185005,-1.690294879,-1.106802695,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d29,24279162,-3.137077562,-0.111632398,-1.711567726,-2.115535004,-1.762095595,-1.117872838,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2a,23963995,-3.186779261,-1.464295998,-1.911595583,-5.636398877,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2b,23997886,-3.186779261,-1.461588928,-1.911595583,-4.945802713,-2.035321651,-1.153830938,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2c,23963743,-3.186581451,-1.450672757,-1.911595583,-4.822029463,-2.08726263,-1.177104773,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2d,24534600,0.450728695,-0.393386057,0.926681122,-2.314163762,-0.436102925,-0.112520216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2e,23997052,-3.168894479,-0.773085574,-1.819540159,-2.601231114,-1.612211059,-1.093335458,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2f,23982107,-3.186779002,-1.465280944,-1.911595583,-6.373640646,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d30,23981425,-3.186779261,-1.221529478,-1.909720227,-3.155957468,-2.071547778,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d31,23955762,-3.186779261,-0.245711023,-1.911595583,-1.106252834,-1.844708446,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d32,23954081,-3.152893101,-0.894482435,-1.829715173,-2.774802102,-1.857098514,-1.114300479,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d33,24287858,-2.812675866,-0.282232324,-1.619995937,-1.227017937,-1.586139195,-1.165663807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d34,24270566,-3.184148632,-0.722313126,-1.877183333,-3.177300296,-1.958020519,-1.160508303,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d35,23956990,-3.185077016,-1.274090943,-1.884638451,-2.100929127,-1.750956802,-1.17491725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d36,23997250,-3.168085587,-1.46678585,-1.911595583,-5.918735368,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d37,24287446,-3.185352475,-1.151145506,-1.848166178,-2.989634959,-1.980452359,-1.174784567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d38,24255657,-3.186779261,-1.45834679,-1.911595583,-1.996522043,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d39,24287118,-3.183971074,-0.510610519,-1.88838212,-2.881303316,-2.046817784,-1.177040606,"{""type"":""MultiPoint"",""coordinates"":[]}"
